log_fr,log_Mb,habitat,order,family,genus,species,breath_rate,body_mass,sex,activity_level,individual_name,common_name,age,temp,location
0.204,2.173,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,149,F,3,Lunaa,Bottlenose Dolphin,23,29,Water
0,2.173,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1,149,F,1,Lunaa,Bottlenose Dolphin,23,29,Water
0,2.146,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1,140,F,1,Lunab,Bottlenose Dolphin,21,31,Water
0,2.146,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1,140,F,2,Lunab,Bottlenose Dolphin,21,31,Water
0.146,2.146,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,140,F,2,Lunab,Bottlenose Dolphin,21,31,Water
0.301,2.1,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,125.8,F,2,Lunac,Bottlenose Dolphin,6,25.6,Water
0.146,2.1,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,125.8,F,2,Lunac,Bottlenose Dolphin,6,24.4,Water
0.204,2.1,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,125.8,F,3,Lunac,Bottlenose Dolphin,6,24.5,Water
0.146,2.234,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,171.5,F,1,Luna,Bottlenose Dolphin,22,22,Water
0.318,2.234,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.079696687,171.5,F,2,Luna,Bottlenose Dolphin,22,22,Water
0.079,2.234,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,171.5,F,1,Luna,Bottlenose Dolphin,22,22,Water
0.146,2.212,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,163,F,1,Luna,Bottlenose Dolphin,22,21,Water
0.255,2.212,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,163,F,2,Luna,Bottlenose Dolphin,22,21,Water
0.342,2.212,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,163,F,2,Luna,Bottlenose Dolphin,22,21,Water
0.301,2.225,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,168,F,1,Luna,Bottlenose Dolphin,22,22.4,Water
0.079,2.225,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,168,F,1,Luna,Bottlenose Dolphin,22,22.4,Water
0.255,2.223,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,167,F,1,Luna,Bottlenose Dolphin,22,22.4,Water
0.38,2.23,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,170,F,2,Luna,Bottlenose Dolphin,22,22,Water
0.146,2.23,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,170,F,1,Luna,Bottlenose Dolphin,22,22,Water
0.255,2.23,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,170,F,1,Luna,Bottlenose Dolphin,22,22,Water
0.255,2.281,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,191,F,2,Lunad,Bottlenose Dolphin,27,20.5,Water
0.204,2.281,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,191,F,2,Lunad,Bottlenose Dolphin,27,20.3,Water
0.415,2.281,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.600159563,191,F,3,Lunad,Bottlenose Dolphin,27,20.2,Water
0.255,2.246,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,176,F,1,Lyra,Bottlenose Dolphin,24,22,Water
0.342,2.246,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,176,F,1,Lyra,Bottlenose Dolphin,24,22,Water
0.146,2.246,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,176,F,1,Lyra,Bottlenose Dolphin,24,22,Water
-0.097,2.248,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,0.799834255,177,F,1,Lyra,Bottlenose Dolphin,24,21,Water
0.204,2.248,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,177,F,2,Lyra,Bottlenose Dolphin,24,21,Water
0.146,2.248,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,177,F,1,Lyra,Bottlenose Dolphin,24,21,Water
0.301,2.242,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,174.5,F,2,Lyra,Bottlenose Dolphin,24,22.4,Water
0.301,2.243,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,175,F,1,Lyra,Bottlenose Dolphin,24,22.4,Water
0,2.242,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1,174.5,F,1,Lyra,Bottlenose Dolphin,24,22.4,Water
0.255,2.249,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,177.5,F,1,Lyra,Bottlenose Dolphin,24,22,Water
0.301,2.249,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,177.5,F,1,Lyra,Bottlenose Dolphin,24,22,Water
0.301,2.249,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,177.5,F,1,Lyra,Bottlenose Dolphin,24,22,Water
0.204,2.25,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,178,F,1,Lyra,Bottlenose Dolphin,24,22,Water
0,2.041,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1,110,F,1,Macarena,Bottlenose Dolphin,6,29,Water
0.255,2.041,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,110,F,2,Macarena,Bottlenose Dolphin,6,29,Water
0.301,2.041,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,110,F,2,Macarena,Bottlenose Dolphin,6,29,Water
0.342,2.228,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,169,F,1,Madonna,Bottlenose Dolphin,27,27.93,Water
0.079,2.228,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,169,F,1,Madonna,Bottlenose Dolphin,27,27.15,Water
0,2.228,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1,169,F,1,Madonna,Bottlenose Dolphin,27,27.41,Water
0.079,2.14,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,138,F,2,Malena,Bottlenose Dolphin,11,28.39,Water
0.146,2.14,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,138,F,2,Malena,Bottlenose Dolphin,11,28.09,Water
0.204,2.14,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,138,F,2,Malena,Bottlenose Dolphin,11,28.52,Water
0.146,2.259,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,181.6,M,2,Marco,Bottlenose Dolphin,25,25.6,Water
0.079,2.259,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,181.6,M,3,Marco,Bottlenose Dolphin,25,24.4,Water
0.38,2.259,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,181.6,M,2,Marco,Bottlenose Dolphin,25,24.5,Water
0.146,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,158,M,1,Matisse,Bottlenose Dolphin,23,28.39,Water
0.342,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,158,M,2,Matisse,Bottlenose Dolphin,23,28.09,Water
0.38,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,158,M,2,Matisse,Bottlenose Dolphin,23,28.52,Water
0.301,2.096,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,124.8,F,2,Maya,Bottlenose Dolphin,4,25.6,Water
0.415,2.096,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.600159563,124.8,F,2,Maya,Bottlenose Dolphin,4,24.4,Water
0.301,2.096,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,124.8,F,3,Maya,Bottlenose Dolphin,4,24.5,Water
0.301,2.33,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,214,M,1,Mikey,Bottlenose Dolphin,20,19.6,Water
0.38,2.33,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,214,M,2,Mikey,Bottlenose Dolphin,20,20.3,Water
0.079,2.33,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,214,M,1,Mikey,Bottlenose Dolphin,20,20.6,Water
0.079,2.336,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,217,F,2,Missy,Bottlenose Dolphin,45,20.5,Water
0.079,2.336,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,217,F,2,Missy,Bottlenose Dolphin,45,20.3,Water
0.447,2.336,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.79898132,217,F,2,Missy,Bottlenose Dolphin,45,20.2,Water
0.38,2.185,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,153,M,2,Monnet,Bottlenose Dolphin,20,28.39,Water
0.38,2.185,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,153,M,3,Monnet,Bottlenose Dolphin,20,28.09,Water
0.204,2.185,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,153,M,1,Monnet,Bottlenose Dolphin,20,28.52,Water
0.146,2.179,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,151,F,1,Myranda,Bottlenose Dolphin,14,27.8,Water
0.415,2.179,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.600159563,151,F,1,Myranda,Bottlenose Dolphin,14,27.9,Water
0.342,2.179,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,151,F,1,Myranda,Bottlenose Dolphin,14,28.4,Water
0.301,2.23,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,170,F,1,Nala1,Bottlenose Dolphin,25,28,Water
0.255,2.23,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,170,F,1,Nala1,Bottlenose Dolphin,25,31,Water
0.342,2.23,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,170,F,1,Nala1,Bottlenose Dolphin,25,31,Water
0.204,2.26,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,182,F,2,Naomi,Bottlenose Dolphin,25,17.5,Water
0.146,2.26,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,182,F,2,Naomi,Bottlenose Dolphin,25,16.8,Water
0.477,2.26,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.999162519,182,F,2,Naomi,Bottlenose Dolphin,25,18.5,Water
0.342,2.19,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,155,F,3,Nefti,Bottlenose Dolphin,18,28.69,Water
0.38,2.19,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,155,F,2,Nefti,Bottlenose Dolphin,18,28.84,Water
0.301,2.19,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,155,F,3,Nefti,Bottlenose Dolphin,18,29.2,Water
0.342,2.238,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,173,M,2,Nemo,Bottlenose Dolphin,23,29,Water
0.58,2.238,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,3.801893963,173,M,3,Nemo,Bottlenose Dolphin,23,29,Water
0.255,2.238,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,173,M,2,Nemo,Bottlenose Dolphin,23,29,Water
0.342,2.19,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,155,F,1,Nephele,Bottlenose Dolphin,40,22,Water
0.255,2.19,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,155,F,1,Nephele,Bottlenose Dolphin,40,22,Water
0.204,2.19,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,155,F,1,Nephele,Bottlenose Dolphin,40,22,Water
0.146,2.197,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,157.5,F,1,Nephele,Bottlenose Dolphin,40,21,Water
0.204,2.197,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,157.5,F,1,Nephele,Bottlenose Dolphin,40,21,Water
0.146,2.197,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,157.5,F,1,Nephele,Bottlenose Dolphin,40,21,Water
0,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1,158,F,1,Nephele,Bottlenose Dolphin,40,22.4,Water
0.301,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,158,F,2,Nephele,Bottlenose Dolphin,40,22.4,Water
0.146,2.196,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,157,F,1,Nephele,Bottlenose Dolphin,40,22.4,Water
0.301,2.176,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,150,M,3,Neptun,Bottlenose Dolphin,5,22,Water
0.204,2.176,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,150,M,1,Neptun,Bottlenose Dolphin,5,22,Water
0.342,2.176,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,150,M,1,Neptun,Bottlenose Dolphin,5,22,Water
0.301,2.17,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,148,M,2,Neptun,Bottlenose Dolphin,5,21,Water
0.255,2.17,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,148,M,2,Neptun,Bottlenose Dolphin,5,21,Water
0.079,2.17,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,148,M,1,Neptun,Bottlenose Dolphin,5,21,Water
0.204,2.248,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,176.9,M,1,Nicholas,Bottlenose Dolphin,21,26,Water
0.415,2.248,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.600159563,176.9,M,2,Nicholas,Bottlenose Dolphin,21,24,Water
0.38,2.248,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,176.9,M,2,Nicholas,Bottlenose Dolphin,21,24,Water
0.38,2.248,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,176.9,M,2,Nicholas,Bottlenose Dolphin,21,24,Water
0.301,2.248,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,176.9,M,1,Nicholas,Bottlenose Dolphin,21,24,Water
0.146,2.179,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,151,F,1,Nicte,Bottlenose Dolphin,10,30.24,Water
0.255,2.179,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,151,F,1,Nicte,Bottlenose Dolphin,10,30.2,Water
0.255,2.179,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,151,F,2,Nicte,Bottlenose Dolphin,10,30.2,Water
0.342,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,158.2,M,1,Nigel,Bottlenose Dolphin,9,26.11111111,Water
0.204,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,158.2,M,1,Nigel,Bottlenose Dolphin,9,26.61111111,Water
0.204,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,158.2,M,1,Nigel,Bottlenose Dolphin,9,26.5,Water
0.447,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.79898132,158.2,M,1,Nigel,Bottlenose Dolphin,9,25.66666667,Water
0.255,2.195,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,156.8,M,1,Nigel,Bottlenose Dolphin,9,26.33333333,Water
0.301,2.21,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,162,F,2,Nimbe,Bottlenose Dolphin,18,28.69,Water
0.204,2.21,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,162,F,3,Nimbe,Bottlenose Dolphin,18,28.84,Water
0.301,2.21,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,162,F,2,Nimbe,Bottlenose Dolphin,18,29.2,Water
-0.097,2.212,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,0.799834255,163,M,1,Noxi,Bottlenose Dolphin,11,17.2,Water
0.255,2.212,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,163,M,2,Noxi,Bottlenose Dolphin,11,16.8,Water
0.204,2.212,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,163,M,1,Noxi,Bottlenose Dolphin,11,18.5,Water
0.146,2.143,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,139,F,1,Odisea,Bottlenose Dolphin,28,26.98,Water
0,2.143,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1,139,F,1,Odisea,Bottlenose Dolphin,28,27.15,Water
0.079,2.143,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,139,F,1,Odisea,Bottlenose Dolphin,28,27.41,Water
0.301,2.398,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,250,M,2,Onyx,Bottlenose Dolphin,24,31,Water
0.146,2.398,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,250,M,2,Onyx,Bottlenose Dolphin,24,31,Water
0.255,2.398,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,250,M,2,Onyx,Bottlenose Dolphin,24,31,Water
0.146,2.13,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,135,M,2,Orion,Bottlenose Dolphin,12,26.98,Water
0.204,2.13,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,135,M,2,Orion,Bottlenose Dolphin,12,27.15,Water
0.079,2.13,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,135,M,1,Orion,Bottlenose Dolphin,12,27.41,Water
0.447,2.313,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.79898132,205.4,M,2,Paco,Bottlenose Dolphin,24,25.5,Water
-0.222,2.313,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,0.599791076,205.4,M,1,Paco,Bottlenose Dolphin,24,25.6,Water
0.146,2.313,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,205.4,M,2,Paco,Bottlenose Dolphin,24,24.4,Water
0.255,2.179,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,151,M,2,Pakal,Bottlenose Dolphin,16,26.98,Water
0.204,2.179,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,151,M,1,Pakal,Bottlenose Dolphin,16,27.15,Water
0.146,2.179,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,151,M,1,Pakal,Bottlenose Dolphin,16,27.41,Water
0.301,2.386,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,243,F,2,Panama,Bottlenose Dolphin,29,31,Water
0.079,2.386,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,243,F,2,Panama,Bottlenose Dolphin,29,31,Water
0.255,2.386,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,243,F,2,Panama,Bottlenose Dolphin,29,31,Water
0.146,2.193,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,156,F,1,Pärla,Bottlenose Dolphin,11,22,Water
0.301,2.193,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,156,F,1,Pärla,Bottlenose Dolphin,11,22,Water
0.146,2.193,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,156,F,1,Pärla,Bottlenose Dolphin,11,22,Water
0.255,2.196,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,157,F,1,Pärla,Bottlenose Dolphin,11,21,Water
0.255,2.196,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,157,F,1,Pärla,Bottlenose Dolphin,11,21,Water
0.255,2.196,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,157,F,1,Pärla,Bottlenose Dolphin,11,21,Water
0.079,2.193,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,156,F,1,Pärla,Bottlenose Dolphin,11,22.4,Water
0.255,2.193,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,156,F,1,Pärla,Bottlenose Dolphin,11,22.4,Water
0.146,2.193,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,156,F,1,Pärla,Bottlenose Dolphin,11,22.4,Water
0.204,2.193,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,156,F,1,Pärla,Bottlenose Dolphin,11,22,Water
0.255,2.193,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,156,F,1,Pärla,Bottlenose Dolphin,11,22,Water
0.301,2.193,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,156,F,1,Pärla,Bottlenose Dolphin,11,22,Water
0.301,2.125,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,133.5,F,1,Peach,Bottlenose Dolphin,8,22,Water
0.255,2.125,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,133.5,F,1,Peach,Bottlenose Dolphin,8,22,Water
0.255,2.125,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,133.5,F,1,Peach,Bottlenose Dolphin,8,22,Water
0.255,2.121,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,132,F,1,Peach,Bottlenose Dolphin,8,21,Water
0.222,2.121,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.667247213,132,F,1,Peach,Bottlenose Dolphin,8,21,Water
0.342,2.121,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,132,F,2,Peach,Bottlenose Dolphin,8,21,Water
0.38,2.116,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,130.5,F,1,Peach,Bottlenose Dolphin,8,22.4,Water
0.415,1.892,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.600159563,78,M,2,Perseo,Bottlenose Dolphin,3,27.8,Water
0.301,1.892,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,78,M,2,Perseo,Bottlenose Dolphin,3,28.1,Water
0.342,1.892,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,78,M,2,Perseo,Bottlenose Dolphin,3,27.9,Water
0.146,2.104,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,127,M,1,Platon,Bottlenose Dolphin,8,28.63,Water
0.301,2.104,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,127,M,2,Platon,Bottlenose Dolphin,8,28.7,Water
0.255,2.104,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,127,M,2,Platon,Bottlenose Dolphin,8,29.5,Water
0.342,2.23,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,170,F,2,Prata,Bottlenose Dolphin,7,20.4,Water
0.477,2.23,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.999162519,170,F,3,Prata,Bottlenose Dolphin,7,20.8,Water
0.415,2.23,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.600159563,170,F,2,Prata,Bottlenose Dolphin,7,20.6,Water
0.204,2.32,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,209,M,1,Primo,Bottlenose Dolphin,14,19.6,Water
0.255,2.32,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,209,M,2,Primo,Bottlenose Dolphin,14,20.3,Water
0.146,2.32,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,209,M,1,Primo,Bottlenose Dolphin,14,20.6,Water
0.079,2.18,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,151.2,F,2,Quina,Bottlenose Dolphin,21,25.6,Water
0.204,2.18,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,151.2,F,2,Quina,Bottlenose Dolphin,21,24.4,Water
0.301,2.18,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,151.2,F,3,Quina,Bottlenose Dolphin,21,24.5,Water
0,2.176,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1,150,M,1,Reggae,Bottlenose Dolphin,15,29,Water
0,2.176,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1,150,M,1,Reggae,Bottlenose Dolphin,15,29,Water
0,2.176,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1,150,M,1,Reggae,Bottlenose Dolphin,15,29,Water
0.342,2.236,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,172,M,2,Richie,Bottlenose Dolphin,19,29,Water
0.602,2.236,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,3.999447498,172,M,3,Richie,Bottlenose Dolphin,19,29,Water
0.204,2.236,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,172,M,2,Richie,Bottlenose Dolphin,19,29,Water
0.255,2.173,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,149,M,1,Ringo,Bottlenose Dolphin,13,31,Water
0.146,2.173,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,149,M,2,Ringo,Bottlenose Dolphin,13,31,Water
0.146,2.173,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,149,M,2,Ringo,Bottlenose Dolphin,13,31,Water
0.079,2.241,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,174,M,2,Ripley,Bottlenose Dolphin,30,31,Water
0.079,2.241,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,174,M,2,Ripley,Bottlenose Dolphin,30,31,Water
0.204,2.241,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,174,M,2,Ripley,Bottlenose Dolphin,30,31,Water
0.146,2.29,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,195,M,1,Robin,Bottlenose Dolphin,41,25.6,Water
0.204,2.29,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,195,M,2,Robin,Bottlenose Dolphin,41,24.4,Water
0.301,2.29,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,195,M,2,Robin,Bottlenose Dolphin,41,24.5,Water
0.204,2.22,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,166,M,2,Romeos,Bottlenose Dolphin,19,28.69,Water
0.255,2.22,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,166,M,2,Romeos,Bottlenose Dolphin,19,28.84,Water
