log_fr,log_Mb,habitat,order,family,genus,species,breath_rate,body_mass,sex,activity_level,individual_name,common_name,age,temp,location
0.146,1.907,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1.399587323,80.7,M,1,Rudy,Rough Toothed Dolphin,7,26,Water
0.204,1.907,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1.599558029,80.7,M,1,Rudy,Rough Toothed Dolphin,7,24,Water
-0.097,1.907,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,0.799834255,80.7,M,1,Rudy,Rough Toothed Dolphin,7,24,Water
0.146,1.907,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1.399587323,80.7,M,2,Rudy,Rough Toothed Dolphin,7,24,Water
1.243,1.813,Terrestrial,Artiodactyla,Bovidae,Hippotragus,niger,17.49846689,65,F,2,Tisa,Sable Antelope,2,12,Air
1.041,2.217,Terrestrial,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor,10.99005839,165,F,1,Mahila,Takin,5,5,Air
0.954,2.217,Terrestrial,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor,8.994975815,165,F,1,Mahila,Takin,5,15,Air
0.987,2.322,Terrestrial,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor,9.705099672,210,M,1,Nanook,Takin,6,4,Air
0.903,2.322,Terrestrial,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor,7.99834255,210,M,1,Nanook,Takin,6,15,Air
0.97,2.322,Terrestrial,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor,9.332543008,210,M,1,Nanook,Takin,6,15,Air
0.978,2.322,Terrestrial,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor,9.506047937,210,M,1,Nanook,Takin,6,15,Air
1.261,2.204,Terrestrial,Carnivora,Felidae,Panthera,tigris altaica,18.23895702,160,F,1,Zima,Amur Tiger,7,5,Air
1.14,2.204,Terrestrial,Carnivora,Felidae,Panthera,tigris altaica,13.80384265,160,M,1,Zima,Amur Tiger,7,5,Air
0.477,1.839,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,69,F,2,Chilli,California Sea Lion,24,29.3,Water
0.556,1.839,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.597493352,69,F,2,Chilli,California Sea Lion,24,23.4,Water
0.447,1.839,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,69,F,2,Chilli,California Sea Lion,24,26.4,Water
0.477,2.134,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,136,M,1,André,California Sea Lion,27,18.5,Water
0.663,2.134,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.602565736,136,M,2,André,California Sea Lion,27,18.6,Water
0.38,2.134,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.398832919,136,M,2,André,California Sea Lion,27,19.4,Water
0.146,2.322,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.399587323,210,M,2,Anúbis,California Sea Lion,20,18.8,Water
0.602,2.322,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.999447498,210,M,2,Anúbis,California Sea Lion,20,21,Water
0.342,2.322,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.197859873,210,M,2,Anúbis,California Sea Lion,20,20.5,Water
0.342,2.328,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.197859873,213,M,2,Anúbis,California Sea Lion,20,20.1,Water
0.531,2.328,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.396252726,213,M,1,Anúbis,California Sea Lion,20,16,Air
0.477,2.215,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,164,M,2,Berkley,California Sea Lion,5,27,Water
0.447,2.215,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,164,M,2,Berkley,California Sea Lion,5,26.4,Water
0.477,2.215,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,164,M,2,Berkley,California Sea Lion,5,26.5,Water
0.38,2.477,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.398832919,300,M,1,Bud,California Sea Lion,19,27,Water
0.602,2.477,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.999447498,300,M,2,Bud,California Sea Lion,19,27.4,Water
0.623,2.477,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.19758984,300,M,2,Bud,California Sea Lion,19,27.1,Water
0.447,1.884,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,76.6,F,2,Calis,California Sea Lion,15,23,Water
0.38,1.884,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.398832919,76.6,F,1,Calis,California Sea Lion,15,22,Water
-0.097,1.884,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,0.799834255,76.6,F,2,Calis,California Sea Lion,15,22.27777778,Water
0.301,1.884,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.99986187,76.6,F,1,Calis,California Sea Lion,15,22.27777778,Water
0.556,2.167,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.597493352,147,M,1,Cartouche,California Sea Lion,27,18.5,Water
0.447,2.167,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,147,M,2,Cartouche,California Sea Lion,27,18.6,Water
0.415,2.182,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.600159563,152,M,2,Cartouche,California Sea Lion,27,19.4,Water
0.748,2.182,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,5.597576015,152,M,1,Cartouche,California Sea Lion,27,16,Air
0.732,2.076,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,5.395106225,119,M,3,Champ,California Sea Lion,5,26.5,Water
0.82,2.076,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,6.60693448,119,M,3,Champ,California Sea Lion,5,27.1,Water
0.556,2.076,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.597493352,119,M,2,Champ,California Sea Lion,5,27.5,Water
0.301,1.863,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.99986187,73,F,2,Clara,California Sea Lion,9,23,Water
0.477,1.863,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,73,F,2,Clara,California Sea Lion,9,22,Water
0.477,1.863,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,73,F,2,Clara,California Sea Lion,9,22.27777778,Water
0.415,1.863,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.600159563,73,F,2,Clara,California Sea Lion,9,22.27777778,Water
0.477,2.439,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,275,M,2,Clyde,California Sea Lion,19,26.5,Water
0.301,2.439,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.99986187,275,M,2,Clyde,California Sea Lion,19,27.1,Water
0.58,2.439,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.801893963,275,M,2,Clyde,California Sea Lion,19,27.5,Water
0.342,1.996,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.197859873,99,F,2,Córis,California Sea Lion,23,19.4,Water
0.447,1.996,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,99,F,3,Córis,California Sea Lion,23,19.3,Water
0.342,1.996,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.197859873,99,F,2,Córis,California Sea Lion,23,20.1,Water
0.531,1.996,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.396252726,99,F,2,Córis,California Sea Lion,23,21.2,Water
0.477,1.996,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,99,F,1,Córis,California Sea Lion,23,16,Air
0.342,2.253,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.197859873,179,M,2,Gonzo,California Sea Lion,14,13,Water
0.415,2.252,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.600159563,178.8,M,2,Gonzo,California Sea Lion,14,13,Water
0.415,2.255,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.600159563,179.8,M,2,Gonzo,California Sea Lion,14,13,Water
0.38,2.258,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.398832919,181.1,M,2,Gonzo,California Sea Lion,14,13,Water
0.342,2.258,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.197859873,181,M,2,Gonzo,California Sea Lion,14,14,Water
0.255,2.021,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.798870915,105,F,1,Irma,California Sea Lion,24,14,Air
0.38,2.021,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.398832919,105,F,2,Irma,California Sea Lion,24,19.3,Water
0.531,2.021,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.396252726,105,F,1,Irma,California Sea Lion,24,15,Air
0.301,2.017,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.99986187,104,F,2,Irma,California Sea Lion,24,21.7,Water
0.447,1.9,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,79.5,F,2,June,California Sea Lion,17,18,Water
0.58,1.903,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.801893963,80,F,2,June,California Sea Lion,17,18,Water
0.531,1.904,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.396252726,80.2,F,2,June,California Sea Lion,17,17,Water
0.602,1.905,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.999447498,80.4,F,2,June,California Sea Lion,17,16.5,Water
0.623,1.904,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.19758984,80.2,F,2,June,California Sea Lion,17,15.5,Water
0.415,1.897,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.600159563,78.8,F,2,Lunaee,California Sea Lion,21,18,Water
0.556,1.898,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.597493352,79,F,2,Lunaee,California Sea Lion,21,18,Water
0.58,1.886,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.801893963,77,F,2,Lunaee,California Sea Lion,21,16.5,Water
0.447,1.876,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,75.2,F,2,Lunaee,California Sea Lion,21,15,Water
0.643,1.866,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.395416154,73.4,F,2,Lunaee,California Sea Lion,21,14.5,Water
0.301,2.256,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.99986187,180.4,M,1,Magellan,California Sea Lion,30,15,Air
0.301,2.256,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.99986187,180.2,M,1,Magellan,California Sea Lion,30,15.5,Air
0.301,2.26,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.99986187,181.8,M,1,Magellan,California Sea Lion,30,16,Air
0.447,2.26,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,181.8,M,2,Magellan,California Sea Lion,30,18,Water
0.342,2.26,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.197859873,181.8,M,1,Magellan,California Sea Lion,30,16.5,Air
0.342,2.26,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.197859873,181.8,M,1,Magellan,California Sea Lion,30,16,Air
0.477,2.009,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,102,F,2,Mahi,California Sea Lion,13,27,Water
0.301,2.009,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.99986187,102,F,2,Mahi,California Sea Lion,13,26.4,Water
0.146,2.009,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.399587323,102,F,1,Mahi,California Sea Lion,13,26.5,Water
0.477,1.876,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,75.1,F,1,Maia,California Sea Lion,10,22.22222222,Water
0.204,1.882,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.599558029,76.2,F,2,Maia,California Sea Lion,10,23,Water
0.301,1.882,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.99986187,76.2,F,2,Maia,California Sea Lion,10,22,Water
0,1.882,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1,76.2,F,2,Maia,California Sea Lion,10,22.27777778,Water
0.38,1.882,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.398832919,76.2,F,2,Maia,California Sea Lion,10,22.27777778,Water
0.477,1.845,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,70,F,2,Marina,California Sea Lion,9,27,Water
1.072,1.845,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,11.80320636,70,F,3,Marina,California Sea Lion,9,27.4,Water
0.531,1.845,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.396252726,70,F,2,Marina,California Sea Lion,9,27.1,Water
0.477,1.799,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,63,F,1,Mia,California Sea Lion,8,16,Air
0.415,1.799,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.600159563,63,F,3,Mia,California Sea Lion,8,21.2,Water
0.531,1.799,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.396252726,63,F,2,Mia,California Sea Lion,8,21.8,Water
0.415,1.799,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.600159563,63,F,2,Mia,California Sea Lion,8,21.9,Water
0.477,2.207,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,161,M,2,Monterey,California Sea Lion,9,27,Water
0.602,2.207,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.999447498,161,M,2,Monterey,California Sea Lion,9,27.4,Water
0.447,2.207,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,161,M,2,Monterey,California Sea Lion,9,27.1,Water
0.531,2.262,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.396252726,183,M,2,Moose,California Sea Lion,21,26.4,Water
0.663,2.262,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.602565736,183,M,2,Moose,California Sea Lion,21,26.5,Water
0.681,2.262,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.797334486,183,M,2,Moose,California Sea Lion,21,27,Water
0.58,1.813,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.801893963,65,F,3,Nala,California Sea Lion,13,23.6,Water
0.505,1.813,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.19889511,65,F,3,Nala,California Sea Lion,13,28.1,Water
0.531,1.813,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.396252726,65,F,2,Nala,California Sea Lion,13,26.3,Water
0.556,2.236,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.597493352,172,M,2,Pablo,California Sea Lion,7,19.2,Water
0.477,2.236,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,172,M,2,Pablo,California Sea Lion,7,19.5,Water
0.301,2.236,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.99986187,172,M,2,Pablo,California Sea Lion,7,19.5,Water
0.681,2.236,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.797334486,172,M,1,Pablo,California Sea Lion,7,18,Air
0.079,2.297,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.199499303,198,M,2,Pancho,California Sea Lion,11,18.8,Water
0.204,2.297,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.599558029,198,M,2,Pancho,California Sea Lion,11,19.3,Water
0.204,2.297,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.599558029,198,M,2,Pancho,California Sea Lion,11,18.9,Water
0.146,2.301,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.399587323,200,M,1,Pancho,California Sea Lion,11,16,Air
0.447,1.931,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,85.3,F,1,Pyp,California Sea Lion,10,23,Water
0.38,1.931,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.398832919,85.3,F,2,Pyp,California Sea Lion,10,22,Water
0.447,1.931,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,85.3,F,2,Pyp,California Sea Lion,10,22.27777778,Water
0.447,1.931,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,85.3,F,2,Pyp,California Sea Lion,10,22.27777778,Water
0.531,1.879,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.396252726,75.6,F,1,Sakari,California Sea Lion,15,22.22222222,Water
0.38,1.882,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.398832919,76.2,F,2,Sakari,California Sea Lion,15,23,Water
0.204,1.882,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.599558029,76.2,F,2,Sakari,California Sea Lion,15,22,Water
0.204,1.882,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,1.599558029,76.2,F,2,Sakari,California Sea Lion,15,22.27777778,Water
0.415,1.882,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.600159563,76.2,F,2,Sakari,California Sea Lion,15,22.27777778,Water
0.643,1.991,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.395416154,98,F,2,Sake,California Sea Lion,11,27,Water
0.924,1.991,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,8.394599865,98,F,3,Sake,California Sea Lion,11,27.4,Water
0.556,1.991,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.597493352,98,F,2,Sake,California Sea Lion,11,27.1,Water
0.643,1.913,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.395416154,81.8,F,2,Shouka,California Sea Lion,11,18,Water
0.447,1.968,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,92.8,F,2,Shouka,California Sea Lion,11,18,Water
0.58,1.97,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.801893963,93.4,F,2,Shouka,California Sea Lion,11,18,Water
0.623,1.973,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.19758984,94,F,2,Shouka,California Sea Lion,11,18,Water
0.531,1.966,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.396252726,92.4,F,2,Shouka,California Sea Lion,11,17,Water
0.602,1.863,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.999447498,73,F,3,Snapper,California Sea Lion,11,26.5,Water
0.964,1.863,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,9.204495718,73,F,3,Snapper,California Sea Lion,11,27.1,Water
0.881,1.863,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,7.603262769,73,F,3,Snapper,California Sea Lion,11,27.5,Water
0.58,1.949,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.801893963,89,F,2,Sushi,California Sea Lion,21,26.4,Water
0.602,1.949,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.999447498,89,F,2,Sushi,California Sea Lion,21,26.5,Water
0.643,1.949,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.395416154,89,F,1,Sushi,California Sea Lion,21,27,Water
0.477,2.255,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,180,M,3,Tao,California Sea Lion,13,23.4,Water
0.643,2.255,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.395416154,180,M,2,Tao,California Sea Lion,13,23.1,Water
0.623,2.255,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.19758984,180,M,3,Tao,California Sea Lion,13,26.7,Water
0.531,2.27,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.396252726,186,M,2,Tuga,California Sea Lion,7,18.8,Water
0.477,2.27,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.999162519,186,M,2,Tuga,California Sea Lion,7,19.3,Water
0.38,2.27,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.398832919,186,M,2,Tuga,California Sea Lion,7,18.9,Water
0.556,2.276,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.597493352,189,M,1,Tuga,California Sea Lion,7,16,Air
0.38,1.954,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.398832919,90,F,2,Tuna,California Sea Lion,12,26.5,Water
0.58,1.954,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.801893963,90,F,3,Tuna,California Sea Lion,12,27.1,Water
0.38,1.954,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.398832919,90,F,2,Tuna,California Sea Lion,12,27.5,Water
0.447,2.423,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,2.79898132,265,M,2,Vito,California Sea Lion,25,23.7,Water
0.643,2.423,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.395416154,265,M,3,Vito,California Sea Lion,25,26.5,Water
0.663,2.423,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,4.602565736,265,M,3,Vito,California Sea Lion,25,26.5,Water
0.602,1.987,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.999447498,97,F,2,Wahoo,California Sea Lion,12,27,Water
0.748,1.987,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,5.597576015,97,F,2,Wahoo,California Sea Lion,12,27.4,Water
0.531,1.987,Semiaquatic,Carnivora,Otariidae,Zalophus,californianus,3.396252726,97,F,2,Wahoo,California Sea Lion,12,27.1,Water
0.415,2.322,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.600159563,210,M,2,Arat,Grey Seal,30,30.6,Water
0.556,2.322,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,3.597493352,210,M,2,Arat,Grey Seal,30,27.1,Water
0.447,2.322,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.79898132,210,M,3,Arat,Grey Seal,30,27.4,Water
0.38,1.978,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.398832919,95,F,1,Gaia,Grey Seal,16,29.3,Water
0.342,1.978,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.197859873,95,F,1,Gaia,Grey Seal,16,23.4,Water
0.301,1.978,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,1.99986187,95,F,2,Gaia,Grey Seal,16,26.4,Water
0.38,1.892,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.398832919,78,M,1,Gigio,Grey Seal,7,28.7,Water
0.447,1.892,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.79898132,78,M,2,Gigio,Grey Seal,7,28.1,Water
0.447,1.892,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.79898132,78,M,2,Gigio,Grey Seal,7,26.3,Water
0.447,2.258,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.79898132,181,M,2,Griso,Grey Seal,21,19.9,Water
0.505,2.258,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,3.19889511,181,M,1,Griso,Grey Seal,21,16,Air
0.477,2.258,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.999162519,181,M,2,Griso,Grey Seal,21,21.2,Water
0.342,2.258,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.197859873,181,M,1,Griso,Grey Seal,21,19.2,Water
0.301,1.991,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,1.99986187,98,F,2,Liivi,Grey Seal,29,18.8,Water
-0.222,1.991,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,0.599791076,98,F,1,Liivi,Grey Seal,29,19.4,Water
0.477,1.991,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.999162519,98,F,1,Liivi,Grey Seal,29,19.3,Water
0.415,2.072,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.600159563,118,F,1,Matilda,Grey Seal,33,13,Air
0.505,2.057,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,3.19889511,114,F,1,Matilda,Grey Seal,33,19.4,Water
0.505,2.057,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,3.19889511,114,F,1,Matilda,Grey Seal,33,16,Air
0.505,2.057,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,3.19889511,114,F,2,Matilda,Grey Seal,33,19.7,Water
0.301,2.045,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,1.99986187,111,F,2,Matilda,Grey Seal,33,21.3,Water
0.623,2.045,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,4.19758984,111,M,3,Quling,Grey Seal,10,19.4,Water
0.505,2.045,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,3.19889511,111,M,1,Quling,Grey Seal,10,13,Air
0.531,2.041,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,3.396252726,110,M,2,Quling,Grey Seal,10,20.1,Water
0.38,2.041,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.398832919,110,M,2,Quling,Grey Seal,10,20.2,Water
0.342,2.029,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,2.197859873,107,F,2,Vinja,Grey Seal,29,18.8,Water
0.505,2.029,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,3.19889511,107,F,2,Vinja,Grey Seal,29,19.3,Water
0.301,2.029,Semiaquatic,Carnivora,Phocidae,Halichoerus,grypus,1.99986187,107,F,2,Vinja,Grey Seal,29,18.9,Water
0.447,1.987,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.79898132,97,M,2,Ace,Harbor Seal,18,26,Water
0.146,1.987,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.399587323,97,M,1,Ace,Harbor Seal,18,26.4,Water
0.602,1.987,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.999447498,97,M,2,Ace,Harbor Seal,18,27,Water
0.255,1.806,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.798870915,64,F,1,Bristol,Harbor Seal,10,8.888888889,Water
0.505,1.806,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.19889511,64,F,1,Bristol,Harbor Seal,10,11,Water
0.556,1.806,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.597493352,64,F,1,Bristol,Harbor Seal,10,10.27777778,Water
0.255,1.806,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.798870915,64,F,1,Bristol,Harbor Seal,10,10,Water
0.255,1.806,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.798870915,64,F,1,Bristol,Harbor Seal,10,10.88888889,Water
-0.222,1.886,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,0.599791076,77,F,1,Cali,Harbor Seal,13,26.5,Water
0.146,1.886,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.399587323,77,F,1,Cali,Harbor Seal,13,27.7,Water
0.663,1.886,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,4.602565736,77,F,1,Cali,Harbor Seal,13,27,Water
-0.222,2.013,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,0.599791076,103,M,1,Cane,Harbor Seal,13,26,Water
-0.097,2.013,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,0.799834255,103,M,2,Cane,Harbor Seal,13,26.4,Water
0.204,2.013,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,1.599558029,103,M,2,Cane,Harbor Seal,13,27,Water
0.38,1.934,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.398832919,86,M,2,Chico,Harbor Seal,23,20.5,Water
0.477,1.934,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,2.999162519,86,M,2,Chico,Harbor Seal,23,21.2,Water
0.602,1.934,Semiaquatic,Carnivora,Phocidae,Phoca,vitulina,3.999447498,86,M,2,Chico,Harbor Seal,23,20.4,Water
