common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,fr,order,family,genus,species,habitat,log_Mb,log_fr,breath_rate,temp,location
Bottlenose dolphin,Chaplin ,M,103,9,5,2,DolphinCo-IslaMujeres,5,103,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.013,0.255,1.798870915,27.4,water
Bottlenose dolphin,Charlie,M,125,11,5,1,DolphinCo-Cozumel,13,125,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.097,0.342,2.197859873,27.9,water
Bottlenose dolphin,Charlie,M,125,13,5,2,DolphinCo-Cozumel,13,125,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.097,0.415,2.600159563,28.4,water
Bottlenose dolphin,Charlie,M,125,10,5,1,DolphinCo-Cozumel,13,125,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.097,0.301,1.99986187,28.0,water
Bottlenose dolphin,Citlalli ,F,103,12,5,2,DolphinCo-IslaMujeres,10,103,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.013,0.38,2.398832919,27.0,water
Bottlenose dolphin,Citlalli ,F,103,10,5,2,DolphinCo-IslaMujeres,10,103,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.013,0.301,1.99986187,27.2,water
Bottlenose dolphin,Citlalli ,F,103,10,5,2,DolphinCo-IslaMujeres,10,103,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.013,0.301,1.99986187,27.4,water
Bottlenose dolphin,Cobalt,M,263,9,5,2,DolphinCo-MSQ,13,263,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.42,0.255,1.798870915,31.0,water
Bottlenose dolphin,Cobalt,M,263,9,5,2,DolphinCo-MSQ,13,263,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.42,0.255,1.798870915,31.0,water
Bottlenose dolphin,Cobalt,M,263,8,5,2,DolphinCo-MSQ,13,263,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.42,0.204,1.599558029,30.0,water
Bottlenose dolphin,Coco,F,149,7,5,1,DolphinCo-PuntaCana,14,149,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.173,0.146,1.399587323,28.6,water
Bottlenose dolphin,Coco,F,149,11,5,2,DolphinCo-PuntaCana,14,149,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.173,0.342,2.197859873,28.6,water
Bottlenose dolphin,Coco,F,149,9,5,2,DolphinCo-PuntaCana,14,149,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.173,0.255,1.798870915,28.5,water
Bottlenose dolphin,Copernico,M,176,6,5,2,DolphinCo-Cayman,23,176,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.246,0.079,1.199499303,29.0,water
Bottlenose dolphin,Copernico,M,176,6,5,1,DolphinCo-Cayman,23,176,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.246,0.079,1.199499303,29.0,water
Bottlenose dolphin,Copernico,M,176,7,5,1,DolphinCo-Cayman,23,176,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.246,0.146,1.399587323,29.0,water
Bottlenose dolphin,Cossete ,F,125,11,5,3,DolphinCo-IslaMujeres,11,125,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.097,0.342,2.197859873,27.0,water
Bottlenose dolphin,Cossete ,F,125,7,5,2,DolphinCo-IslaMujeres,11,125,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.097,0.146,1.399587323,27.2,water
Bottlenose dolphin,Cossete ,F,125,6,5,1,DolphinCo-IslaMujeres,11,125,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.097,0.079,1.199499303,27.4,water
Bottlenose dolphin,Cronos,M,116,5,5,1,DolphinCo-Cayman,6,116,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.064,0,1,29.0,water
Bottlenose dolphin,Cronos,M,116,5,5,1,DolphinCo-Cayman,6,116,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.064,0,1,29.0,water
Bottlenose dolphin,Cronos,M,116,7,5,2,DolphinCo-Cayman,6,116,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.064,0.146,1.399587323,29.0,water
Bottlenose dolphin,Daenerys ,F,80,11,5,2,DolphinCo-IslaMujeres,4,80,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,1.903,0.342,2.197859873,27.9,water
Bottlenose dolphin,Daenerys ,F,80,13,5,3,DolphinCo-IslaMujeres,4,80,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,1.903,0.415,2.600159563,27.2,water
Bottlenose dolphin,Daenerys ,F,80,10,5,2,DolphinCo-IslaMujeres,4,80,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,1.903,0.301,1.99986187,27.4,water
Bottlenose dolphin,DANIELA,F,165,9,5,1,DolphinCo-Maroma,34,165,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.217,0.255,1.798870915,28.0,water
Bottlenose dolphin,DANIELA,F,165,10,5,2,DolphinCo-Maroma,34,165,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.217,0.301,1.99986187,30.0,water
Bottlenose dolphin,DANIELA,F,165,12,5,2,DolphinCo-Maroma,34,165,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.217,0.38,2.398832919,30.0,water
Bottlenose dolphin,Denise,F,170,7,5,2,DolphinCo-MSQ,24,170,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.23,0.146,1.399587323,31.0,water
Bottlenose dolphin,Denise,F,170,7,5,2,DolphinCo-MSQ,24,170,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.23,0.146,1.399587323,31.0,water
Bottlenose dolphin,Denise,F,170,8,5,2,DolphinCo-MSQ,24,170,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.23,0.204,1.599558029,31.0,water
Bottlenose dolphin,Desire,F,153,12,5,3,DolphinCo-PuntaCana,14,153,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.185,0.38,2.398832919,28.6,water
Bottlenose dolphin,Desire,F,153,8,5,2,DolphinCo-PuntaCana,14,153,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.185,0.204,1.599558029,28.6,water
Bottlenose dolphin,Desire,F,153,10,5,3,DolphinCo-PuntaCana,14,153,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.185,0.301,1.99986187,28.5,water
Bottlenose dolphin,DIEGO,M,123,9,5,1,DolphinCo-Maroma,11,123,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.09,0.255,1.798870915,27.0,water
Bottlenose dolphin,DIEGO,M,123,12,5,1,DolphinCo-Maroma,11,123,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.09,0.38,2.398832919,30.0,water
Bottlenose dolphin,DIEGO,M,123,16,5,3,DolphinCo-Maroma,11,123,3.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.09,0.505,3.19889511,31.0,water
Bottlenose dolphin,Dino,M,222,9,5,2,ZooMarine,27,222,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.346,0.255,1.798870915,19.2,water
Bottlenose dolphin,Dino,M,222,15,5,1,ZooMarine,27,222,3,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.346,0.477,2.999162519,20.3,water
Bottlenose dolphin,Dino,M,222,7,5,1,ZooMarine,27,222,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.346,0.146,1.399587323,20.7,water
Bottlenose dolphin,Drake,M,127,9,5,2,DolphinCo-Cayman,8,127,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.104,0.255,1.798870915,29.0,water
Bottlenose dolphin,Drake,M,127,11,5,2,DolphinCo-Cayman,8,127,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.104,0.342,2.197859873,29.0,water
Bottlenose dolphin,Drake,M,127,5,5,1,DolphinCo-Cayman,8,127,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.104,0,1,29.0,water
Bottlenose dolphin,Edison ,M,102,10,5,2,DolphinCo-IslaMujeres,6,102,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.009,0.301,1.99986187,27.0,water
Bottlenose dolphin,Edison ,M,102,13,5,3,DolphinCo-IslaMujeres,6,102,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.009,0.415,2.600159563,27.2,water
Bottlenose dolphin,Edison ,M,102,9,5,2,DolphinCo-IslaMujeres,6,102,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.009,0.255,1.798870915,27.4,water
Bottlenose dolphin,Elena,F,134,10,5,2,DolphinCo-CostaMaya,11,134,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.127,0.301,1.99986187,30.2,water
Bottlenose dolphin,Elena,F,134,7,5,1,DolphinCo-CostaMaya,11,134,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.127,0.146,1.399587323,30.2,water
Bottlenose dolphin,Elena,F,134,9,5,2,DolphinCo-CostaMaya,11,134,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.127,0.255,1.798870915,30.3,water
Bottlenose dolphin,Esperanza,F,142,13,5,2,DolphinCo-Cayman,29,142,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.152,0.415,2.600159563,29.0,water
Bottlenose dolphin,Esperanza,F,142,8,5,1,DolphinCo-Cayman,29,142,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.152,0.204,1.599558029,29.0,water
Bottlenose dolphin,Esperanza,F,142,7,5,1,DolphinCo-Cayman,29,142,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.152,0.146,1.399587323,29.0,water
Bottlenose dolphin,Fenah,F,154,6,5,1,Kolmarden,15,154,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.188,0.079,1.199499303,22.0,water
Bottlenose dolphin,Fenah,F,154,6,5,1,Kolmarden,15,154,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.188,0.079,1.199499303,22.0,water
Bottlenose dolphin,Fenah,F,154,7,5,1,Kolmarden,15,154,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.188,0.146,1.399587323,22.0,water
Bottlenose dolphin,Fenah,F,153.5,9,5,2,Kolmarden,15,153.5,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.186,0.255,1.798870915,21.0,water
Bottlenose dolphin,Fenah,F,153.5,10,5,2,Kolmarden,15,153.5,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.186,0.301,1.99986187,21.0,water
Bottlenose dolphin,Fenah,F,153.5,6,3.833,1,Kolmarden,15,153.5,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.186,0.195,1.56675107,21.0,water
Bottlenose dolphin,Fenah,F,154,8,5,1,Kolmarden,15,154,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.188,0.204,1.599558029,22.4,water
Bottlenose dolphin,Fenah,F,154,7,5,1,Kolmarden,15,154,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.188,0.146,1.399587323,22.4,water
Bottlenose dolphin,Fenah,F,156,8,5,1,Kolmarden,15,156,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.193,0.204,1.599558029,22.4,water
Bottlenose dolphin,Fenah,F,157.5,7,5,1,Kolmarden,15,157.5,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.197,0.146,1.399587323,22.0,water
Bottlenose dolphin,Fenah,F,157.5,8,5,1,Kolmarden,15,157.5,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.197,0.204,1.599558029,22.0,water
Bottlenose dolphin,Fenah,F,157.5,9,5,1,Kolmarden,15,157.5,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.197,0.255,1.798870915,22.0,water
Bottlenose dolphin,Fénix,M,103,9,5,1,DolphinCo-Cozumel,11,103,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.013,0.255,1.798870915,27.8,water
Bottlenose dolphin,Fénix,M,103,9,5,1,DolphinCo-Cozumel,11,103,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.013,0.255,1.798870915,27.9,water
Bottlenose dolphin,Fénix,M,103,8,5,1,DolphinCo-Cozumel,11,103,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.013,0.204,1.599558029,28.4,water
Bottlenose dolphin,Fernando,M,130,8,5,2,DolphinCo-CostaMaya,9,130,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.114,0.204,1.599558029,30.2,water
Bottlenose dolphin,Fernando,M,130,10,5,2,DolphinCo-CostaMaya,9,130,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.114,0.301,1.99986187,30.3,water
Bottlenose dolphin,Fernando,M,130,10,5,2,DolphinCo-CostaMaya,9,130,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.114,0.301,1.99986187,30.4,water
Bottlenose dolphin,Finn,M,138,11,5,3,Kolmarden,5,138,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.14,0.342,2.197859873,22.0,water
Bottlenose dolphin,Finn,M,138,11,5,1,Kolmarden,5,138,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.14,0.342,2.197859873,22.0,water
Bottlenose dolphin,Finn,M,138,14,5,2,Kolmarden,5,138,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.14,0.447,2.79898132,22.0,water
Bottlenose dolphin,Finn,M,142,10,5,2,Kolmarden,5,142,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.152,0.301,1.99986187,21.0,water
Bottlenose dolphin,Finn,M,142,9,5,1,Kolmarden,5,142,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.152,0.255,1.798870915,21.0,water
Bottlenose dolphin,Finn,M,142,7,5,1,Kolmarden,5,142,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.152,0.146,1.399587323,21.0,water
Bottlenose dolphin,Finn,M,147.7,9,5,1,MississipiAquarium,10,147.7272727,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.169,0.255,1.798870915,26.1,water
Bottlenose dolphin,Finn,M,147.7,10,5,1,MississipiAquarium,10,147.7272727,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.169,0.301,1.99986187,26.6,water
Bottlenose dolphin,Finn,M,148.2,9,5,1,MississipiAquarium,10,148.1818182,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.171,0.255,1.798870915,26.5,water
Bottlenose dolphin,Finn,M,148.2,13,5,1,MississipiAquarium,10,148.1818182,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.171,0.415,2.600159563,25.7,water
Bottlenose dolphin,Finn,M,149.5,9,5,1,MississipiAquarium,10,149.5454545,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.175,0.255,1.798870915,26.3,water
Bottlenose dolphin,Frida,F,145,8,5,2,DolphinCo-CostaMaya,21,145,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.161,0.204,1.599558029,30.1,water
Bottlenose dolphin,Frida,F,145,9,5,2,DolphinCo-CostaMaya,21,145,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.161,0.255,1.798870915,30.2,water
Bottlenose dolphin,Frida,F,145,7,5,1,DolphinCo-CostaMaya,21,145,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.161,0.146,1.399587323,30.2,water
Bottlenose dolphin,Galileo,M,174,8,5,2,DolphinCo-Cayman,20,174,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.241,0.204,1.599558029,29.0,water
Bottlenose dolphin,Galileo,M,174,7,5,1,DolphinCo-Cayman,20,174,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.241,0.146,1.399587323,29.0,water
Bottlenose dolphin,Galileo,M,174,6,5,1,DolphinCo-Cayman,20,174,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.241,0.079,1.199499303,29.0,water
Bottlenose dolphin,Gandalf,M,93,11,5,2,DolphinCo-IslaMujeres,6,93,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,1.968,0.342,2.197859873,27.9,water
Bottlenose dolphin,Gandalf,M,93,12,5,3,DolphinCo-IslaMujeres,6,93,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,1.968,0.38,2.398832919,27.2,water
Bottlenose dolphin,Gandalf,M,93,11,5,2,DolphinCo-IslaMujeres,6,93,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,1.968,0.342,2.197859873,27.4,water
Bottlenose dolphin,Gaudi,M,143,12,5,1,DolphinCo-PuntaCana,10,143,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.155,0.38,2.398832919,28.4,water
Bottlenose dolphin,Gaudi,M,143,13,5,1,DolphinCo-PuntaCana,10,143,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.155,0.415,2.600159563,28.1,water
Bottlenose dolphin,Gaudi,M,143,10,5,1,DolphinCo-PuntaCana,10,143,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.155,0.301,1.99986187,28.5,water
Bottlenose dolphin,Gemini,F,129,7,5,2,DolphinCo-MSQ,9,129,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.111,0.146,1.399587323,31.0,water
Bottlenose dolphin,Gemini,F,129,6,5,2,DolphinCo-MSQ,9,129,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.111,0.079,1.199499303,31.0,water
Bottlenose dolphin,Gemini,F,129,8,5,2,DolphinCo-MSQ,9,129,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.111,0.204,1.599558029,31.0,water
Bottlenose dolphin,Gigio ,M,161,9,5,3,DolphinCo-IslaMujeres,14,161,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.207,0.255,1.798870915,27.0,water
Bottlenose dolphin,Gigio ,M,161,7,5,1,DolphinCo-IslaMujeres,14,161,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.207,0.146,1.399587323,27.2,water
Bottlenose dolphin,Gigio ,M,161,8,5,2,DolphinCo-IslaMujeres,14,161,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.207,0.204,1.599558029,27.4,water
Bottlenose dolphin,Goya,M,152,7,5,2,DolphinCo-PuntaCana,25,152,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.182,0.146,1.399587323,28.4,water
Bottlenose dolphin,Goya,M,152,11,5,2,DolphinCo-PuntaCana,25,152,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.182,0.342,2.197859873,28.1,water
Bottlenose dolphin,Goya,M,152,11,5,2,DolphinCo-PuntaCana,25,152,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.182,0.342,2.197859873,28.5,water
Bottlenose dolphin,Grecia,F,145,8,5,2,DolphinCo-PuntaCana,22,145,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.161,0.204,1.599558029,28.6,water
Bottlenose dolphin,Grecia,F,145,6,5,1,DolphinCo-PuntaCana,22,145,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.161,0.079,1.199499303,28.6,water
Bottlenose dolphin,Grecia,F,145,10,5,2,DolphinCo-PuntaCana,22,145,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.161,0.301,1.99986187,28.5,water
Bottlenose dolphin,Guama,M,208,13,5,2,Kolmarden,41,208,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.318,0.415,2.600159563,22.0,water
Bottlenose dolphin,Guama,M,208,9,5,2,Kolmarden,41,208,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.318,0.255,1.798870915,22.0,water
Bottlenose dolphin,Guama,M,208,9,5,1,Kolmarden,41,208,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.318,0.255,1.798870915,22.0,water
Bottlenose dolphin,Guama,M,205,5,5,1,Kolmarden,41,205,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.312,0,1,21.0,water
Bottlenose dolphin,Guama,M,205,9,5,2,Kolmarden,41,205,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.312,0.255,1.798870915,21.0,water
Bottlenose dolphin,Guama,M,205,7,5,1,Kolmarden,41,205,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.312,0.146,1.399587323,21.0,water
Bottlenose dolphin,Guama,M,201,4,3.5,1,Kolmarden,41,201,1.1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.303,0.058,1.142878335,23.5,water
Bottlenose dolphin,Guama,M,210,10,5,1,Kolmarden,41,210,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.322,0.301,1.99986187,22.0,water
Bottlenose dolphin,Guama ,M,208.5,6,5,1,Kolmarden,41,208.5,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.319,0.079,1.199499303,22.4,water
Bottlenose dolphin,Guama ,M,209,8,5,1,Kolmarden,41,209,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.32,0.204,1.599558029,22.4,water
Bottlenose dolphin,Hanzel,M,167,9,5,2,DolphinCo-PuntaCana,14,167,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.223,0.255,1.798870915,28.6,water
Bottlenose dolphin,Hanzel,M,167,13,5,2,DolphinCo-PuntaCana,14,167,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.223,0.415,2.600159563,28.7,water
Bottlenose dolphin,Hanzel,M,167,11,5,2,DolphinCo-PuntaCana,14,167,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.223,0.342,2.197859873,29.5,water
Bottlenose dolphin,Havana,F,133,7,5,3,DolphinCo-PuntaCana,13,133,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.124,0.146,1.399587323,28.4,water
Bottlenose dolphin,Havana,F,133,10,5,2,DolphinCo-PuntaCana,13,133,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.124,0.301,1.99986187,28.1,water
Bottlenose dolphin,Havana,F,133,10,5,2,DolphinCo-PuntaCana,13,133,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.124,0.301,1.99986187,28.5,water
Bottlenose dolphin,Hellen,F,147,14,5,1,DolphinCo-Cozumel,43,147,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.167,0.447,2.79898132,27.8,water
Bottlenose dolphin,Hellen,F,148,13,5,1,DolphinCo-Cozumel,43,148,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.17,0.415,2.600159563,28.1,water
Bottlenose dolphin,Hellen,F,149,12,5,1,DolphinCo-Cozumel,43,149,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.173,0.38,2.398832919,27.9,water
Bottlenose dolphin,Hermes ,F,111,11,5,2,DolphinCo-IslaMujeres,6,111,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.045,0.342,2.197859873,27.9,water
Bottlenose dolphin,Hermes ,F,111,10,5,2,DolphinCo-IslaMujeres,6,111,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.045,0.301,1.99986187,27.2,water
Bottlenose dolphin,Hermes ,F,111,9,5,2,DolphinCo-IslaMujeres,6,111,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.045,0.255,1.798870915,27.4,water
Bottlenose dolphin,Hestia,F,108,10,5,1,DolphinCo-Cozumel,9,108,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.033,0.301,1.99986187,27.8,water
Bottlenose dolphin,Hestia,F,108,9,5,1,DolphinCo-Cozumel,9,108,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.033,0.255,1.798870915,27.9,water
Bottlenose dolphin,Hestia,F,108,9,5,1,DolphinCo-Cozumel,9,108,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.033,0.255,1.798870915,28.4,water
Bottlenose dolphin,Hopee,F,134.7,17,5,3,Clearwater,13,134.7,3.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.129,0.531,3.396252726,26.0,water
Bottlenose dolphin,Hopee,F,134.7,9,5,2,Clearwater,13,134.7,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.129,0.255,1.798870915,24.0,water
Bottlenose dolphin,Hopee,F,134.7,13,5,2,Clearwater,13,134.7,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.129,0.415,2.600159563,24.0,water
Bottlenose dolphin,Hopee,F,134.7,14,5,2,Clearwater,13,134.7,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.129,0.447,2.79898132,24.0,water
Bottlenose dolphin,Hopee,F,134.7,7,5,2,Clearwater,13,134.7,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.129,0.146,1.399587323,24.0,water
Bottlenose dolphin,Hugo,M,188,12,5,1,ZooMarine,27,188,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.274,0.38,2.398832919,19.0,water
Bottlenose dolphin,Hugo,M,188,11,5,2,ZooMarine,27,188,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.274,0.342,2.197859873,18.9,water
Bottlenose dolphin,Hugo,M,188,1,5,1,ZooMarine,27,188,0.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.274,-0.699,0.199986187,18.9,water
Bottlenose dolphin,Iara,F,204,11,5,1,ZooMarine,16,204,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.31,0.342,2.197859873,20.5,water
Bottlenose dolphin,Iara,F,204,8,5,1,ZooMarine,16,204,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.31,0.204,1.599558029,20.3,water
Bottlenose dolphin,Iara,F,204,10,5,2,ZooMarine,16,204,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.31,0.301,1.99986187,20.3,water
Bottlenose dolphin,INDI,M,145.2,14,5,2,DolphinCo-ZooMarine,8,145.2,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.162,0.447,2.79898132,25.5,water
Bottlenose dolphin,INDI,M,145.2,9,5,2,DolphinCo-ZooMarine,8,145.2,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.162,0.255,1.798870915,25.6,water
Bottlenose dolphin,INDI,M,145.2,6,5,2,DolphinCo-ZooMarine,8,145.2,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.162,0.079,1.199499303,24.4,water
