common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,fr,order,family,genus,species,habitat,log_Mb,log_fr,breath_rate,temp,location
Asiatisk elephant,Saonoi,F,3340,25,5,1,Kolmarden,27,3340,5,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,3.524,0.699,5.00034535,17.7,air
Asiatisk elephant,Saonoi,F,3340,32,5,1,Kolmarden,27,3340,6.4,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,3.524,0.806,6.397348355,17.7,air
Asiatisk elephant,Tonsak,M,5270,27,5,1,Kolmarden,25,5270,5.4,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,3.722,0.732,5.395106225,17.7,air
Asiatisk elephant,Tonsak,M,5270,26,5,1,Kolmarden,25,5270,5.2,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,3.722,0.716,5.199959965,17.7,air
Asiatisk elephant,Tonsak,M,5270,7,4,1,Kolmarden,25,5270,1.8,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,3.722,0.243,1.749846689,18.0,air
Steller Sea Lion,Astro,M,414,9,5,1,MysticAquarium,17,414,1.8,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.617,0.255,1.798870915,8.4,water
Steller Sea Lion,Astro,M,414,8,5,1,MysticAquarium,17,414,1.6,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.617,0.204,1.599558029,7.8,air
Steller Sea Lion,Astro,M,414,17,5,2,MysticAquarium,17,414,3.4,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.617,0.531,3.396252726,8.9,water
Steller Sea Lion,Astro,M,409,13,5,1,MysticAquarium,17,409,2.6,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.612,0.415,2.600159563,2.2,air
Steller Sea Lion,Astro,M,409,11,5,1,MysticAquarium,17,409,2.2,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.612,0.342,2.197859873,12.8,air
Steller Sea Lion,Astro,M,409,18,5,1,MysticAquarium,17,409,3.6,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.612,0.556,3.597493352,10.9,water
Steller Sea Lion,Eden,F,185.5,13,5,1,MysticAquarium,23,185.5,2.6,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.268,0.415,2.600159563,8.4,water
Steller Sea Lion,Eden,F,185.5,12,5,1,MysticAquarium,23,185.5,2.4,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.268,0.38,2.398832919,8.9,water
Steller Sea Lion,Eden,F,185.5,12,5,1,MysticAquarium,23,185.5,2.4,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.268,0.38,2.398832919,8.9,water
Steller Sea Lion,Eden,F,184,13,5,1,MysticAquarium,23,184,2.6,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.265,0.415,2.600159563,9.4,water
Steller Sea Lion,Eden,F,184,12,5,1,MysticAquarium,23,184,2.4,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.265,0.38,2.398832919,10.2,water
Steller Sea Lion,Perl,F,208,10,5,1,MysticAquarium,7,208,2,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.318,0.301,1.99986187,8.4,water
Steller Sea Lion,Perl,F,208,13,5,1,MysticAquarium,7,208,2.6,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.318,0.415,2.600159563,8.9,water
Steller Sea Lion,Perl,F,208,10,5,1,MysticAquarium,7,208,2,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.318,0.301,1.99986187,8.9,water
Steller Sea Lion,Perl,F,208,10,5,1,MysticAquarium,7,208,2,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.318,0.301,1.99986187,9.4,water
Steller Sea Lion,Perl,F,208,13,5,1,MysticAquarium,7,208,2.6,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.318,0.415,2.600159563,10.2,water
Steller Sea Lion,Sitka,F,226,11,5,1,MysticAquarium,17,226,2.2,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.354,0.342,2.197859873,8.4,water
Steller Sea Lion,Sitka,F,226,15,5,1,MysticAquarium,17,226,3,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.354,0.477,2.999162519,8.9,water
Steller Sea Lion,Sitka,F,226,9,5,1,MysticAquarium,17,226,1.8,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.354,0.255,1.798870915,8.9,water
Steller Sea Lion,Sitka,F,227,9,5,1,MysticAquarium,17,227,1.8,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.356,0.255,1.798870915,9.4,water
Steller Sea Lion,Sitka,F,227,9,5,1,MysticAquarium,17,227,1.8,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,2.356,0.255,1.798870915,10.2,water
Steller Sea Lion,Mirai,M,860,19,10,3,Paraiza,13,860,1.9,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.934498451,0.278753601,1.9,21.0,water
Steller Sea Lion,Icy,F,210,14,5,3,Paraiza,18,210,2.8,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.322219295,0.447158031,2.8,21.0,water
Steller Sea Lion,Kiska,F,214,11,5,3,Paraiza,13,214,2.2,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.330413773,0.342422681,2.2,21.0,water
Steller Sea Lion,Sunny,F,200,13,5,3,Paraiza,4,200,2.6,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.301029996,0.414973348,2.6,21.0,water
Steller Sea Lion,Mirai,M,780,33,10,3,Paraiza,13,780,3.3,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.892094603,0.51851394,3.3,23.0,water
Steller Sea Lion,Icy,F,210,19,5,3,Paraiza,18,210,3.8,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.322219295,0.579783597,3.8,23.0,water
Steller Sea Lion,Kiska,F,214,19,5,3,Paraiza,13,214,3.8,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.330413773,0.579783597,3.8,23.0,water
Steller Sea Lion,Sunny,F,186,33,5,3,Paraiza,4,186,6.6,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.269512944,0.819543936,6.6,23.0,water
Steller Sea Lion,Mirai,M,700,38,10,3,Paraiza,13,700,3.8,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.84509804,0.579783597,3.8,23.0,water
Steller Sea Lion,Icy,F,210,18,5,3,Paraiza,18,210,3.6,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.322219295,0.556302501,3.6,23.0,water
Steller Sea Lion,Kiska,F,214,19,5,3,Paraiza,13,214,3.8,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.330413773,0.579783597,3.8,23.0,water
Steller Sea Lion,Sunny,F,186,28,5,3,Paraiza,4,186,5.6,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.269512944,0.748188027,5.6,23.0,water
Steller Sea Lion,Mirai,M,686,21,10,3,Paraiza,13,686,2.1,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.836324116,0.322219295,2.1,23.0,water
Steller Sea Lion,Icy,F,213,13,5,3,Paraiza,18,213,2.6,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.328379603,0.414973348,2.6,23.0,water
Steller Sea Lion,Kiska,F,217,15,5,3,Paraiza,13,217,3,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.336459734,0.477121255,3,23.0,water
Steller Sea Lion,Sunny,F,186,15,5,3,Paraiza,4,186,3,Carnivora,Otariidae,Eumetopias ,jubatus,semiaquatic,2.269512944,0.477121255,3,23.0,water
Pygmy killer whale,Mu,M,170,19,15,1,Okinawa-Chumari,21,170,1.3,Artiodactyla,Delphinidae,Feresa,attenuata,aquatic,2.23,0.103,1.267651866,21.8,water
Pygmy killer whale,Mu,M,170,14,10,1,Okinawa-Chumari,21,170,1.4,Artiodactyla,Delphinidae,Feresa,attenuata,aquatic,2.23,0.146,1.399587323,21.8,water
Pygmy killer whale,Mu,M,170,24,12,1,Okinawa-Chumari,21,170,2,Artiodactyla,Delphinidae,Feresa,attenuata,aquatic,2.23,0.301,1.99986187,22.0,water
Giraff,Garp,M,950,25,5,1,Kolmarden,17,950,5,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,2.978,0.699,5.00034535,14.4,air
Giraff,Garp,M,950,74,10,1,Kolmarden,17,950,7.4,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,2.978,0.869,7.396052751,14.0,air
Giraff,Garp,M,950,29,10,1,Kolmarden,17,950,2.9,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,2.978,0.462,2.897343588,14.5,air
Giraff,Marilyn,F,750,47,5,1,Kolmarden,17,750,9.4,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,2.875,0.973,9.397233106,14.4,air
Giraff,Marilyn,F,750,84,10,1,Kolmarden,17,750,8.4,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,2.875,0.924,8.394599865,14.0,air
Giraff,Marilyn,F,750,47,10,1,Kolmarden,17,750,4.7,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,2.875,0.672,4.698941086,14.5,air
Giraff,Merkurius,M,900,24,4,1,Kolmarden,8,900,6,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,2.954,0.778,5.997910763,14.4,air
Giraff,Merkurius,M,900,37,5,1,Kolmarden,8,900,7.4,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,2.954,0.869,7.396052751,14.0,air
Giraff,Merkurius,M,900,33,5,1,Kolmarden,8,900,6.6,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,2.954,0.82,6.60693448,14.5,air
Giraff,Norma,F,650,36,4.5,1,Kolmarden,5,650,8,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,2.813,0.903,7.99834255,14.4,air
Giraff,Norma,F,650,27,3.75,1,Kolmarden,5,650,7.2,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,2.813,0.857,7.19448978,14.0,air
Giraff,Norma,F,650,35,3.75,1,Kolmarden,5,650,9.3,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,2.813,0.97,9.332543008,14.5,air
Grey seal,ARAT,M,210,13,5,2,DolphinCo-ZooMarine,30,210,2.6,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.322,0.415,2.600159563,30.6,water
Grey seal,ARAT,M,210,18,5,2,DolphinCo-ZooMarine,30,210,3.6,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.322,0.556,3.597493352,27.1,water
Grey seal,ARAT,M,210,14,5,3,DolphinCo-ZooMarine,30,210,2.8,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.322,0.447,2.79898132,27.4,water
Grey seal,GAIA,F,95,12,5,1,DolphinCo-ZooMarine,16,95,2.4,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,1.978,0.38,2.398832919,29.3,water
Grey seal,GAIA,F,95,11,5,1,DolphinCo-ZooMarine,16,95,2.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,1.978,0.342,2.197859873,23.4,water
Grey seal,GAIA,F,95,10,5,2,DolphinCo-ZooMarine,16,95,2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,1.978,0.301,1.99986187,26.4,water
Grey seal,GIGIO,M,78,12,5,1,DolphinCo-ZooMarine,7,78,2.4,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,1.892,0.38,2.398832919,28.7,water
Grey seal,GIGIO,M,78,14,5,2,DolphinCo-ZooMarine,7,78,2.8,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,1.892,0.447,2.79898132,28.1,water
Grey seal,GIGIO,M,78,14,5,2,DolphinCo-ZooMarine,7,78,2.8,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,1.892,0.447,2.79898132,26.3,water
Grey Seal,Griso,M,181,14,5,2,ZooMarine,21,181,2.8,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.258,0.447,2.79898132,19.9,water
Grey Seal,Griso,M,181,16,5,1,ZooMarine,21,181,3.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.258,0.505,3.19889511,16.0,air
Grey Seal,Griso,M,181,15,5,2,ZooMarine,21,181,3,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.258,0.477,2.999162519,21.2,water
Grey Seal,Griso,M,181,11,5,1,ZooMarine,21,181,2.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.258,0.342,2.197859873,19.2,water
Grey Seal,Liivi,F,98,10,5,2,ZooMarine,29,98,2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,1.991,0.301,1.99986187,18.8,water
Grey Seal,Liivi,F,98,3,5,1,ZooMarine,29,98,0.6,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,1.991,-0.222,0.599791076,19.4,water
Grey Seal,Liivi,F,98,15,5,1,ZooMarine,29,98,3,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,1.991,0.477,2.999162519,19.3,water
Grey Seal,Matilda,F,118,13,5,1,ZooMarine,33,118,2.6,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.072,0.415,2.600159563,13.0,air
Grey Seal,Matilda,F,114,16,5,1,ZooMarine,33,114,3.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.057,0.505,3.19889511,19.4,water
Grey Seal,Matilda,F,114,16,5,1,ZooMarine,33,114,3.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.057,0.505,3.19889511,16.0,air
Grey Seal,Matilda,F,114,16,5,2,ZooMarine,33,114,3.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.057,0.505,3.19889511,19.7,water
Grey Seal,Matilda,F,111,10,5,2,ZooMarine,33,111,2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.045,0.301,1.99986187,21.3,water
Grey Seal,Quling,M,111,21,5,3,ZooMarine,10,111,4.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.045,0.623,4.19758984,19.4,water
Grey Seal,Quling,M,111,16,5,1,ZooMarine,10,111,3.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.045,0.505,3.19889511,13.0,air
Grey Seal,Quling,M,110,17,5,2,ZooMarine,10,110,3.4,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.041,0.531,3.396252726,20.1,water
Grey Seal,Quling,M,110,12,5,2,ZooMarine,10,110,2.4,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.041,0.38,2.398832919,20.2,water
Grey Seal,Vinja,F,107,11,5,2,ZooMarine,29,107,2.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.029,0.342,2.197859873,18.8,water
Grey Seal,Vinja,F,107,16,5,2,ZooMarine,29,107,3.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.029,0.505,3.19889511,19.3,water
Grey Seal,Vinja,F,107,10,5,2,ZooMarine,29,107,2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,2.029,0.301,1.99986187,18.9,water
Sabel antelope,Tisa,F,65,35,2,2,Kolmarden,2,65,17.5,Artiodactyla,Bovidae,Hippotragus ,niger,terrestrial,1.813,1.243,17.49846689,12.0,air
Pacific white-sided dolphin ,ELELO,M,78,19,5,2,DolphinCo-MSQ,5,78,3.8,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,aquatic,1.892,0.58,3.801893963,17.0,water
Pacific white-sided dolphin ,ELELO,M,78,12,5,2,DolphinCo-MSQ,5,78,2.4,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,aquatic,1.892,0.38,2.398832919,17.0,water
Pacific white-sided dolphin ,ELELO,M,78,14,5,1,DolphinCo-MSQ,5,78,2.8,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,aquatic,1.892,0.447,2.79898132,16.6,water
Pacific white-sided dolphin ,LII,M,106,10,5,2,DolphinCo-MSQ,40,106,2,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,aquatic,2.025,0.301,1.99986187,14.1,water
Pacific white-sided dolphin ,LII,M,106,14,5,2,DolphinCo-MSQ,40,106,2.8,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,aquatic,2.025,0.447,2.79898132,13.7,water
Pacific white-sided dolphin ,LII,M,106,11,5,2,DolphinCo-MSQ,40,106,2.2,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,aquatic,2.025,0.342,2.197859873,14.0,water
Pacific white-sided dolphin ,LOKE,F,96,22,5,2,DolphinCo-MSQ,40,96,4.4,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,aquatic,1.982,0.643,4.395416154,17.0,water
Pacific white-sided dolphin ,LOKE,F,96,10,5,2,DolphinCo-MSQ,40,96,2,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,aquatic,1.982,0.301,1.99986187,17.0,water
Pacific white-sided dolphin ,LOKE,F,96,15,5,1,DolphinCo-MSQ,40,96,3,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,aquatic,1.982,0.477,2.999162519,16.6,water
Lo djur,Lovika,F,15,53,2,1,Kolmarden,12,15,26.5,Carnivora,Felidae,Lynx,lynx,terrestrial,1.176,1.423,26.48500139,4.0,air
Lo djur,Lovika,F,15,141,5,1,Kolmarden,12,15,28.2,Carnivora,Felidae,Lynx,lynx,terrestrial,1.176,1.45,28.18382931,4.0,air
Lo djur,Lovika,F,15,78,2.1833,1,Kolmarden,12,15,35.7,Carnivora,Felidae,Lynx,lynx,terrestrial,1.176,1.553,35.72728382,3.0,air
Lo djur,Lovika,F,15,19,0.733333333,1,Kolmarden,12,15,25.9,Carnivora,Felidae,Lynx,lynx,terrestrial,1.176,1.413,25.88212915,4.0,air
Lo djur,Lovika,F,15,110,5,1,Kolmarden,12,15,22,Carnivora,Felidae,Lynx,lynx,terrestrial,1.176,1.342,21.97859873,1.0,air
Mihor gazelle,Dexter,M,60,23,2,1,Kolmarden,4,60,11.5,Artiodactyla,Bovidae,Nanger,dama mhorr ,terrestrial,1.778,1.061,11.50800389,14.4,air
Mihor gazelle,UN,F,45,53,3,1,Kolmarden,3,45,17.7,Artiodactyla,Bovidae,Nanger,dama mhorr ,terrestrial,1.653,1.247,17.66037821,14.8,air
Walrus,Thor,M,939,25,10,2,Paraiza,10,939,2.5,Carnivora,Odobenidae,Odobenus, rosmarus,semiaquatic,2.972665592,0.397940009,2.5,15.0,water
Walrus,Garik,M,743,32,10,3,Paraiza,12,743,3.2,Carnivora,Odobenidae,Odobenus, rosmarus,semiaquatic,2.870988814,0.505149978,3.2,16.0,water
Walrus,Thor,M,939,37,10,2,Paraiza,10,939,3.7,Carnivora,Odobenidae,Odobenus, rosmarus,semiaquatic,2.972665592,0.568201724,3.7,20.0,air
Walrus,Frosya,F,589,19,10,2,Paraiza,12,589,1.9,Carnivora,Odobenidae,Odobenus, rosmarus,semiaquatic,2.770115295,0.278753601,1.9,21.0,air
Walrus,Thor,M,936,20,10,2,Paraiza,10,936,2,Carnivora,Odobenidae,Odobenus, rosmarus,semiaquatic,2.971275849,0.301029996,2,16.0,water
Walrus,Garik,M,745,18,10,1,Paraiza,12,745,1.8,Carnivora,Odobenidae,Odobenus, rosmarus,semiaquatic,2.872156273,0.255272505,1.8,20.0,air
Killer whale,Adan,M,1862,6,10,1,LoroParque,13,1862,0.6,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.27,-0.222,0.599791076,13.3,water
Killer whale,Adan,M,1862,14,10,2,LoroParque,13,1862,1.4,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.27,0.146,1.399587323,13.4,water
Killer whale,Adan,M,1860,11,10,2,LoroParque,13,1860,1.1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.27,0.041,1.099005839,13.4,water
Killer whale,Adan,M,1860,9,10,2,LoroParque,13,1860,0.9,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.27,-0.046,0.899497582,13.4,water
Killer whale,Adan,M,1860,5,10,1,LoroParque,13,1860,0.5,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.27,-0.301,0.500034535,13.5,water
Killer whale,Keto,M,3670,10,10,2,LoroParque,28,3670,1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.565,0,1,13.3,water
Killer whale,Keto,M,3670,14,10,2,LoroParque,28,3670,1.4,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.565,0.146,1.399587323,13.4,water
Killer whale,Keto,M,3690,8,10,1,LoroParque,28,3690,0.8,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.567,-0.097,0.799834255,13.4,water
Killer whale,Keto,M,3690,4,10,1,LoroParque,28,3690,0.4,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.567,-0.398,0.39994475,13.4,water
Killer whale,Keto,M,3690,9,10,2,LoroParque,28,3690,0.9,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.567,-0.046,0.899497582,13.5,water
Killer whale,Morgan,F,2156,11,10,2,LoroParque,15,2156,1.1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.334,0.041,1.099005839,13.3,water
Killer whale,Morgan,F,2156,12,10,2,LoroParque,18,2156,1.2,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.334,0.079,1.199499303,13.4,water
Killer whale,Morgan,F,2160,9,10,2,LoroParque,18,2160,0.9,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.334,-0.046,0.899497582,13.4,water
Killer whale,Morgan,F,2160,12,10,2,LoroParque,18,2160,1.2,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.334,0.079,1.199499303,13.4,water
Killer whale,Morgan,F,2160,10,10,2,LoroParque,18,2160,1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.334,0,1,13.5,water
Killer whale,Tekoa,M,3066,11,10,2,LoroParque,23,3066,1.1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.487,0.041,1.099005839,13.3,water
Killer whale,Tekoa,M,3066,11,10,2,LoroParque,23,3066,1.1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.487,0.041,1.099005839,13.4,water
Killer whale,Tekoa,M,3068,8,10,1,LoroParque,23,3068,0.8,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.487,-0.097,0.799834255,13.4,water
Killer whale,Tekoa,M,3068,10,10,2,LoroParque,23,3068,1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.487,0,1,13.4,water
Killer whale,Tekoa,M,3068,7,10,1,LoroParque,23,3068,0.7,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.487,-0.155,0.699841996,13.5,water
Orca ,TOKI,F,3200,4,5,1,DolphinCo-MSQ,58,3200,0.8,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.505,-0.097,0.799834255,14.1,water
Orca ,TOKI,F,3200,5,5,1,DolphinCo-MSQ,58,3200,1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.505,0,1,13.7,water
Orca ,TOKI,F,3200,3,5,1,DolphinCo-MSQ,58,3200,0.6,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,3.505,-0.222,0.599791076,14.0,water
South American sea lion,Dora,F,75,19,5,1,DolphinCo-IslaMujeres,15,75,3.8,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,1.875,0.58,3.801893963,27.0,water
South American sea lion,Dora,F,75,13,5,1,DolphinCo-IslaMujeres,15,75,2.6,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,1.875,0.415,2.600159563,27.2,water
South American sea lion,Dora,F,75,14,5,1,DolphinCo-IslaMujeres,15,75,2.8,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,1.875,0.447,2.79898132,27.4,water
South American sea lion,Karel,M,88,9,5,2,ZooMarine,20,88,1.8,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,1.944,0.255,1.798870915,21.2,water
South American sea lion,Karel,M,88,12,5,2,ZooMarine,20,88,2.4,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,1.944,0.38,2.398832919,21.2,water
South American sea lion,Karel,M,88,11,5,1,ZooMarine,20,88,2.2,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,1.944,0.342,2.197859873,20.8,water
South American sea lion,Karel,M,88,13,5,1,ZooMarine,20,88,2.6,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,1.944,0.415,2.600159563,16.0,air
South American sea lion,MANDY,F,84,12,5,2,DolphinCo-ZooMarine,9,84,2.4,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,1.924,0.38,2.398832919,23.4,water
South American sea lion,MANDY,F,84,17,5,1,DolphinCo-ZooMarine,9,84,3.4,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,1.924,0.531,3.396252726,27.0,water
South American sea lion,MANDY,F,84,16,5,2,DolphinCo-ZooMarine,9,84,3.2,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,1.924,0.505,3.19889511,26.6,water
South American sea lion,Nixie,F,90,23,5,2,DolphinCo-IslaMujeres,19,90,4.6,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,1.954,0.663,4.602565736,27.0,water
South American sea lion,Nixie,F,90,16,5,1,DolphinCo-IslaMujeres,19,90,3.2,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,1.954,0.505,3.19889511,27.2,water
South American sea lion,Nixie,F,90,14,5,1,DolphinCo-IslaMujeres,19,90,2.8,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,1.954,0.447,2.79898132,27.4,water
South American sea lion,TEIDE,F,130,27,5,1,DolphinCo-ZooMarine,28,130,5.4,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,2.114,0.732,5.395106225,23.4,water
South American sea lion,TEIDE,F,130,28,5,1,DolphinCo-ZooMarine,28,130,5.6,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,2.114,0.748,5.597576015,26.6,water
South American sea lion,TEIDE,F,130,32,5,2,DolphinCo-ZooMarine,28,130,6.4,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,2.114,0.806,6.397348355,26.0,water
South American sea lion,Zazu,M,237,15,5,1,DolphinCo-IslaMujeres,16,237,3,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,2.375,0.477,2.999162519,27.0,water
South American sea lion,Zazu,M,237,13,5,2,DolphinCo-IslaMujeres,16,237,2.6,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,2.375,0.415,2.600159563,27.2,water
South American sea lion,Zazu,M,237,16,5,2,DolphinCo-IslaMujeres,16,237,3.2,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,2.375,0.505,3.19889511,27.4,water
Lion,Casanova,M,228,41,5,1,Kolmarden,13,228,8.2,Carnivora,Felidae,Panthera ,leo,terrestrial,2.358,0.914,8.203515443,12.0,air
Lion,Lizzy,F,170,57,5,1,Kolmarden,14,170,11.4,Carnivora,Felidae,Panthera ,leo,terrestrial,2.23,1.057,11.40249788,12.0,air
Lion,Saida,F,195,40,5,1,Kolmarden,14,195,8,Carnivora,Felidae,Panthera ,leo,terrestrial,2.29,0.903,7.99834255,15.0,air
