common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,sex,fr,order,family,genus,species,habitat,Where measured,log_Mb,log_fr,habitat,breath_rate,temp,location
Bottlenose dolphin,Star,F,161,7,5,2,DolphinCo-MSQ,24,161,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.207,0.146,aquatic,1.399587323,31,water
South african fur seal ,Stella,F,69,27,5,2,Kolmarden,10,69,F,5.4,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.839,0.732,semiaquatic,5.395106225,7,air
South african fur seal ,Stella,F,69,12,5,1,Kolmarden,10,69,F,2.4,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.839,0.38,semiaquatic,2.398832919,8,air
South african fur seal ,Stella,F,69,13,5,1,Kolmarden,10,69,F,2.6,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.839,0.415,semiaquatic,2.600159563,16,air
South african fur seal ,Stella,F,63,18,5,1,Kolmarden,10,63,F,3.6,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.799,0.556,semiaquatic,3.597493352,25,air
South african fur seal ,Stella,F,63,33,5,1,Kolmarden,10,63,F,6.6,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.799,0.82,semiaquatic,6.60693448,25,air
South african fur seal ,Stella,F,69,23,5,2,Kolmarden,10,69,F,4.6,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,water,1.839,0.663,semiaquatic,4.602565736,7,water
South african fur seal ,Stella,F,68.5,6,1,2,Kolmarden,10,68.5,F,6,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,water,1.836,0.778,semiaquatic,5.997910763,4.1,water
Bottlenose dolphin,Sundance,M,201,7,5,2,DolphinCo-MSQ,33,201,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.303,0.146,aquatic,1.399587323,31,water
Bottlenose dolphin,Sundance,M,201,7,5,2,DolphinCo-MSQ,33,201,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.303,0.146,aquatic,1.399587323,31,water
Bottlenose dolphin,Sundance,M,201,6,5,2,DolphinCo-MSQ,33,201,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.303,0.079,aquatic,1.199499303,31,water
California sea lion ,SUSHI,F,89,19,5,2,DolphinCo-MSQ,21,89,F,3.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.949,0.58,semiaquatic,3.801893963,26.4,water
California sea lion ,SUSHI,F,89,20,5,2,DolphinCo-MSQ,21,89,F,4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.949,0.602,semiaquatic,3.999447498,26.5,water
California sea lion ,SUSHI,F,89,22,5,1,DolphinCo-MSQ,21,89,F,4.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.949,0.643,semiaquatic,4.395416154,27,water
Bottlenose dolphin,Tabo,M,200,11,5,1,ZooMarine,30,200,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.301,0.342,aquatic,2.197859873,19.5,water
Bottlenose dolphin,Tabo,M,200,9,5,1,ZooMarine,30,200,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.301,0.255,aquatic,1.798870915,20.6,water
Bottlenose dolphin,Tabo,M,200,8,5,2,ZooMarine,30,200,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.301,0.204,aquatic,1.599558029,19,water
California sea lion,TAO,M,180,15,5,3,DolphinCo-ZooMarine,13,180,M,3,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.255,0.477,semiaquatic,2.999162519,23.4,water
California sea lion,TAO,M,180,22,5,2,DolphinCo-ZooMarine,13,180,M,4.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.255,0.643,semiaquatic,4.395416154,23.1,water
California sea lion,TAO,M,180,21,5,3,DolphinCo-ZooMarine,13,180,M,4.2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.255,0.623,semiaquatic,4.19758984,26.7,water
Bottlenose dolphin,Taras,M,151,12,5,2,ZooMarine,9,151,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.179,0.38,aquatic,2.398832919,19.4,water
Bottlenose dolphin,Taras,M,151,17,5,2,ZooMarine,9,151,M,3.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.179,0.531,aquatic,3.396252726,18.5,water
Bottlenose dolphin,Taras,M,151,12,5,2,ZooMarine,9,151,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.179,0.38,aquatic,2.398832919,18,water
Addax antelope,Tärna,F,97,30,2,1,Kolmarden,6,97,F,15,Artiodactyla,Bovidae,Addax ,nasomaculatus,terrestrial,air,1.987,1.176,terrestrial,14.99684836,12,air
Addax antelope,Tärna,F,97,32,2,1,Kolmarden,6,97,F,16,Artiodactyla,Bovidae,Addax ,nasomaculatus,terrestrial,air,1.987,1.204,terrestrial,15.99558029,12,air
Addax antelope,Tärna,F,90,35,3,1,Kolmarden,7,90,F,11.7,Artiodactyla,Bovidae,Addax ,nasomaculatus,terrestrial,air,1.954,1.067,terrestrial,11.66809617,14.4,air
Addax antelope,Tärna,F,90,57,5,1,Kolmarden,7,90,F,11.4,Artiodactyla,Bovidae,Addax ,nasomaculatus,terrestrial,air,1.954,1.057,terrestrial,11.40249788,14.4,air
Addax antelope,Tärna,F,90,46,5,1,Kolmarden,7,90,F,9.2,Artiodactyla,Bovidae,Addax ,nasomaculatus,terrestrial,air,1.954,0.964,terrestrial,9.204495718,14.4,air
Addax antelope,Tärna,F,90,17,1.5,1,Kolmarden,7,90,F,11.3,Artiodactyla,Bovidae,Addax ,nasomaculatus,terrestrial,air,1.954,1.054,terrestrial,11.32400363,14.8,air
Harbor seal,TATTO,M,63,13,5,2,DolphinCo-ZooMarine,6,63,M,2.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.799,0.415,semiaquatic,2.600159563,29.3,water
Harbor seal,TATTO,M,63,16,5,2,DolphinCo-ZooMarine,6,63,M,3.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.799,0.505,semiaquatic,3.19889511,27,water
Harbor seal,TATTO,M,63,21,5,2,DolphinCo-ZooMarine,6,63,M,4.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.799,0.623,semiaquatic,4.19758984,26.4,water
South American sea lion,TEIDE,F,130,27,5,1,DolphinCo-ZooMarine,28,130,F,5.4,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,water,2.114,0.732,semiaquatic,5.395106225,23.4,water
South American sea lion,TEIDE,F,130,28,5,1,DolphinCo-ZooMarine,28,130,F,5.6,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,water,2.114,0.748,semiaquatic,5.597576015,26.6,water
South American sea lion,TEIDE,F,130,32,5,2,DolphinCo-ZooMarine,28,130,F,6.4,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,water,2.114,0.806,semiaquatic,6.397348355,26,water
Killer whale,Tekoa,M,3066,11,10,2,LoroParque,23,3066,M,1.1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.487,0.041,aquatic,1.099005839,13.3,water
Killer whale,Tekoa,M,3066,11,10,2,LoroParque,23,3066,M,1.1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.487,0.041,aquatic,1.099005839,13.4,water
Killer whale,Tekoa,M,3068,8,10,1,LoroParque,23,3068,M,0.8,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.487,-0.097,aquatic,0.799834255,13.4,water
Killer whale,Tekoa,M,3068,10,10,2,LoroParque,23,3068,M,1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.487,0,aquatic,1,13.4,water
Killer whale,Tekoa,M,3068,7,10,1,LoroParque,23,3068,M,0.7,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.487,-0.155,aquatic,0.699841996,13.5,water
Bactarian camel,Temma,F,647,48,5,1,Kolmarden,22,647,F,9.6,Artiodactyla,Camelidae, Camelus,bactrianus,terrestrial,air,2.811,0.982,terrestrial,9.594006315,1,air
Bactarian camel,Temma,F,647,14,2,1,Kolmarden,22,647,F,7,Artiodactyla,Camelidae, Camelus,bactrianus,terrestrial,air,2.811,0.845,terrestrial,6.99841996,3,air
Bottlenose dolphin,Tesla,F,109,6,5,1,DolphinCo-Cayman,6,109,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.037,0.079,aquatic,1.199499303,29,water
Bottlenose dolphin,Tesla,F,109,10,5,2,DolphinCo-Cayman,6,109,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.037,0.301,aquatic,1.99986187,29,water
Bottlenose dolphin,Tesla,F,109,9,5,2,DolphinCo-Cayman,6,109,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.037,0.255,aquatic,1.798870915,29,water
Bottlenose dolphin,THAI,F,158,3,5,2,DolphinCo-ZooMarine,11,158,F,0.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,-0.222,aquatic,0.599791076,26.6,water
Bottlenose dolphin,THAI,F,158,7,5,2,DolphinCo-ZooMarine,11,158,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.146,aquatic,1.399587323,24.4,water
Bottlenose dolphin,THAI,F,158,5,5,3,DolphinCo-ZooMarine,11,158,F,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0,aquatic,1,24.5,water
False killer whale,Tida,M,933,20,15,1,Okinawa-Chumari,NA,933,M,1.3,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,water,2.97,0.125,aquatic,1.333521432,21.8,water
False killer whale,Tida,M,933,7,5,1,Okinawa-Chumari,NA,933,M,1.4,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,water,2.97,0.146,aquatic,1.399587323,21.8,water
False killer whale,Tida,M,933,27,11,2,Okinawa-Chumari,NA,933,M,2.5,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,water,2.97,0.39,aquatic,2.454708916,22,water
South african fur seal ,Timjan,F,68.5,12,5,1,Kolmarden,10,68.5,F,2.4,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.836,0.38,semiaquatic,2.398832919,8,air
South african fur seal ,Timjan,F,68.5,18,5,1,Kolmarden,10,68.5,F,3.6,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.836,0.556,semiaquatic,3.597493352,16,air
South african fur seal ,Timjan,F,70,13,5,1,Kolmarden,10,70,F,2.6,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.845,0.415,semiaquatic,2.600159563,25,air
South african fur seal ,Timjan,F,70,21,5,1,Kolmarden,10,70,F,4.2,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.845,0.623,semiaquatic,4.19758984,25,air
South african fur seal ,Timjan,F,70,16,5,1,Kolmarden,10,70,F,3.2,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.845,0.505,semiaquatic,3.19889511,25,air
South african fur seal ,Timjan,F,72,2,1,2,Kolmarden,10,72,F,2,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,water,1.857,0.301,semiaquatic,1.99986187,7,water
Sabel antelope,Tisa,F,65,35,2,2,Kolmarden,2,65,F,17.5,Artiodactyla,Bovidae,Hippotragus ,niger,terrestrial,air,1.813,1.243,terrestrial,17.49846689,12,air
Bottlenose dolphin,Tiziano,M,119,10,5,1,DolphinCo-Cozumel,6,119,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.076,0.301,aquatic,1.99986187,27.8,water
Bottlenose dolphin,Tiziano,M,119,9,5,1,DolphinCo-Cozumel,6,119,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.076,0.255,aquatic,1.798870915,27.9,water
Bottlenose dolphin,Tiziano,M,119,10,5,1,DolphinCo-Cozumel,6,119,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.076,0.301,aquatic,1.99986187,28.4,water
Orca ,TOKI,F,3200,4,5,1,DolphinCo-MSQ,58,3200,F,0.8,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.505,-0.097,aquatic,0.799834255,14.1,water
Orca ,TOKI,F,3200,5,5,1,DolphinCo-MSQ,58,3200,F,1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.505,0,aquatic,1,13.7,water
Orca ,TOKI,F,3200,3,5,1,DolphinCo-MSQ,58,3200,F,0.6,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.505,-0.222,aquatic,0.599791076,14,water
Bottlenose dolphin,Tonalli ,F,111,10,5,2,DolphinCo-IslaMujeres,5,111,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.045,0.301,aquatic,1.99986187,27.93,water
Bottlenose dolphin,Tonalli ,F,111,10,5,2,DolphinCo-IslaMujeres,5,111,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.045,0.301,aquatic,1.99986187,27.15,water
Bottlenose dolphin,Tonalli ,F,111,9,5,2,DolphinCo-IslaMujeres,5,111,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.045,0.255,aquatic,1.798870915,27.41,water
Asiatisk elephant,Tonsak,M,5270,27,5,1,Kolmarden,25,5270,M,5.4,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,air,3.722,0.732,terrestrial,5.395106225,17.7,air
Asiatisk elephant,Tonsak,M,5270,26,5,1,Kolmarden,25,5270,M,5.2,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,air,3.722,0.716,terrestrial,5.199959965,17.7,air
Asiatisk elephant,Tonsak,M,5270,7,4,1,Kolmarden,25,5270,M,1.8,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,air,3.722,0.243,terrestrial,1.749846689,18,air
Bactarian camel,Torkel,M,830,52,5,1,Kolmarden,13,830,M,10.4,Artiodactyla,Camelidae, Camelus,bactrianus,terrestrial,air,2.919,1.017,terrestrial,10.39920166,1,air
Bactarian camel,Torkel,M,830,30,3,1,Kolmarden,13,830,M,10,Artiodactyla,Camelidae, Camelus,bactrianus,terrestrial,air,2.919,1,terrestrial,10,3,air
South american tapir,Tris,F,232.6,68,4,1,Kolmarden,15,232.6,F,17,Perissodactyla,Tapiridae, Tapirus,terrestris ,terrestrial,air,2.367,1.23,terrestrial,16.98243652,15,air
South american tapir,Tris,F,232.6,53,3,1,Kolmarden,15,232.6,F,17.7,Perissodactyla,Tapiridae, Tapirus,terrestris ,terrestrial,air,2.367,1.247,terrestrial,17.66037821,15,air
South american tapir,Tris,F,232.6,45,2,1,Kolmarden,15,232.6,F,22.5,Perissodactyla,Tapiridae, Tapirus,terrestris ,terrestrial,air,2.367,1.352,terrestrial,22.49054606,15,air
South american tapir,Tris,F,232.6,50,4,1,Kolmarden,15,232.6,F,12.5,Perissodactyla,Tapiridae, Tapirus,terrestris ,terrestrial,air,2.367,1.097,terrestrial,12.5025903,14.4,air
California sea lion ,Tuga,M,186,17,5,2,ZooMarine,7,186,M,3.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.27,0.531,semiaquatic,3.396252726,18.8,water
California sea lion ,Tuga,M,186,15,5,2,ZooMarine,7,186,M,3,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.27,0.477,semiaquatic,2.999162519,19.3,water
California sea lion ,Tuga,M,186,12,5,2,ZooMarine,7,186,M,2.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.27,0.38,semiaquatic,2.398832919,18.9,water
California sea lion ,Tuga,M,189,18,5,1,ZooMarine,7,189,M,3.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,air,2.276,0.556,semiaquatic,3.597493352,16,air
Northern Fur Seal,Tuk,M,61,13,5,2,MysticAquarium,5,61,M,2.6,Carnivora,Otariidae,Callorhinus ,ursinus,semiaquatic,water,1.785,0.415,semiaquatic,2.600159563,8.444444444,water
Northern Fur Seal,Tuk,M,61,9,5,1,MysticAquarium,5,61,M,1.8,Carnivora,Otariidae,Callorhinus ,ursinus,semiaquatic,air,1.785,0.255,semiaquatic,1.798870915,2.222222222,air
Northern Fur Seal,Tuk,M,63,10,5,2,MysticAquarium,5,63,M,2,Carnivora,Otariidae,Callorhinus ,ursinus,semiaquatic,air,1.799,0.301,semiaquatic,1.99986187,2.222222222,air
Northern Fur Seal,Tuk,M,63,8,5,2,MysticAquarium,5,63,M,1.6,Carnivora,Otariidae,Callorhinus ,ursinus,semiaquatic,air,1.799,0.204,semiaquatic,1.599558029,12.77777778,air
Northern Fur Seal,Tuk,M,63,10,5,1,MysticAquarium,5,63,M,2,Carnivora,Otariidae,Callorhinus ,ursinus,semiaquatic,water,1.799,0.301,semiaquatic,1.99986187,11,water
Northern Fur Seal,Tuk,M,63,13,5,1,MysticAquarium,5,63,M,2.6,Carnivora,Otariidae,Callorhinus ,ursinus,semiaquatic,water,1.799,0.415,semiaquatic,2.600159563,10.88888889,water
Northern Fur Seal,Tuk,M,66,16,5,1,MysticAquarium,5,66,M,3.2,Carnivora,Otariidae,Callorhinus ,ursinus,semiaquatic,air,1.82,0.505,semiaquatic,3.19889511,2.222222222,air
Northern Fur Seal,Tuk,M,66,17,5,1,MysticAquarium,5,66,M,3.4,Carnivora,Otariidae,Callorhinus ,ursinus,semiaquatic,water,1.82,0.531,semiaquatic,3.396252726,10.44444444,water
Bactarian camel,Tulio,F,639,55,5,1,Kolmarden,8,639,F,11,Artiodactyla,Camelidae, Camelus,bactrianus,terrestrial,air,2.806,1.041,terrestrial,10.99005839,1,air
California sea lion ,TUNA,F,90,12,5,2,DolphinCo-MSQ,12,90,F,2.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.954,0.38,semiaquatic,2.398832919,26.5,water
California sea lion ,TUNA,F,90,19,5,3,DolphinCo-MSQ,12,90,F,3.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.954,0.58,semiaquatic,3.801893963,27.1,water
California sea lion ,TUNA,F,90,12,5,2,DolphinCo-MSQ,12,90,F,2.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.954,0.38,semiaquatic,2.398832919,27.5,water
Bottlenose dolphin,Ulises,M,156,10,5,3,DolphinCo-PuntaCana,16,156,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.193,0.301,aquatic,1.99986187,28.69,water
Bottlenose dolphin,Ulises,M,156,11,5,2,DolphinCo-PuntaCana,16,156,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.193,0.342,aquatic,2.197859873,28.84,water
Bottlenose dolphin,Ulises,M,156,8,5,2,DolphinCo-PuntaCana,16,156,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.193,0.204,aquatic,1.599558029,28.63,water
Bottlenose dolphin,Ulisse,M,208,10,5,2,LoroParque,26,208,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.318,0.301,aquatic,1.99986187,24.5,water
Bottlenose dolphin,Ulisse,M,208,12,5,2,LoroParque,26,208,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.318,0.38,aquatic,2.398832919,24.5,water
Bottlenose dolphin,Ulisse,M,214,9,5,2,LoroParque,26,214,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.33,0.255,aquatic,1.798870915,24.5,water
Bottlenose dolphin,Ulisse,M,214,8,5,2,LoroParque,26,214,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.33,0.204,aquatic,1.599558029,24.5,water
Bottlenose dolphin,Ulisse,M,214,8,5,1,LoroParque,26,214,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.33,0.204,aquatic,1.599558029,24.6,water
Bottlenose dolphin,Ulisses,M,195,21,5,2,ZooMarine,20,195,M,4.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.29,0.623,aquatic,4.19758984,19,water
Bottlenose dolphin,Ulisses,M,195,12,5,2,ZooMarine,20,195,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.29,0.38,aquatic,2.398832919,18.9,water
Bottlenose dolphin,Ulisses,M,195,3,5,1,ZooMarine,20,195,M,0.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.29,-0.222,aquatic,0.599791076,18.9,water
Mihor gazelle,UN,F,45,53,3,1,Kolmarden,3,45,F,17.7,Artiodactyla,Bovidae,Nanger,dama mhorr ,terrestrial,air,1.653,1.247,terrestrial,17.66037821,14.8,air
Bottlenose dolphin,Valeria,F,168,10,5,3,DolphinCo-IslaMujeres,18,168,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.225,0.301,aquatic,1.99986187,26.98,water
Bottlenose dolphin,Valeria,F,168,8,5,2,DolphinCo-IslaMujeres,18,168,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.225,0.204,aquatic,1.599558029,27.15,water
Bottlenose dolphin,Valeria,F,168,10,5,3,DolphinCo-IslaMujeres,18,168,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.225,0.301,aquatic,1.99986187,27.41,water
Bottlenose dolphin,Venus,F,158,9,5,1,DolphinCo-PuntaCana,28,158,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.255,aquatic,1.798870915,28.69,water
Bottlenose dolphin,Venus,F,158,10,5,2,DolphinCo-PuntaCana,28,158,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.301,aquatic,1.99986187,28.84,water
Bottlenose dolphin,Venus,F,158,6,5,1,DolphinCo-PuntaCana,28,158,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.079,aquatic,1.199499303,29.2,water
Bactarian camel,Victorias,F,645,68,5,1,Kolmarden,19,645,F,13.6,Artiodactyla,Camelidae, Camelus,bactrianus,terrestrial,air,2.81,1.134,terrestrial,13.61444682,1,air
Bactarian camel,Victorias,F,645,67,5,1,Kolmarden,19,645,F,13.4,Artiodactyla,Camelidae, Camelus,bactrianus,terrestrial,air,2.81,1.127,terrestrial,13.39676687,1,air
Harbor Seal,Victoria,F,82.5,5,5,1,MysticAquarium,11,82.5,F,1,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.916,0,semiaquatic,1,8.888888889,water
Harbor Seal,Victoria,F,81,13,5,1,MysticAquarium,11,81,F,2.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.908,0.415,semiaquatic,2.600159563,11,water
Harbor Seal,Victoria,F,81,13,5,1,MysticAquarium,11,81,F,2.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.908,0.415,semiaquatic,2.600159563,10.27777778,water
Harbor Seal,Victoria,F,81,14,5,1,MysticAquarium,11,81,F,2.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.908,0.447,semiaquatic,2.79898132,10,water
Harbor Seal,Victoria,F,81,11,5,1,MysticAquarium,11,81,F,2.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.908,0.342,semiaquatic,2.197859873,10.88888889,water
Grey Seal,Vinja,F,107,11,5,2,ZooMarine,29,107,F,2.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,2.029,0.342,semiaquatic,2.197859873,18.8,water
Grey Seal,Vinja,F,107,16,5,2,ZooMarine,29,107,F,3.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,2.029,0.505,semiaquatic,3.19889511,19.3,water
Grey Seal,Vinja,F,107,10,5,2,ZooMarine,29,107,F,2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,2.029,0.301,semiaquatic,1.99986187,18.9,water
California sea lion,VITO,M,265,14,5,2,DolphinCo-ZooMarine,25,265,M,2.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.423,0.447,semiaquatic,2.79898132,23.7,water
California sea lion,VITO,M,265,22,5,3,DolphinCo-ZooMarine,25,265,M,4.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.423,0.643,semiaquatic,4.395416154,26.5,water
California sea lion,VITO,M,265,23,5,3,DolphinCo-ZooMarine,25,265,M,4.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.423,0.663,semiaquatic,4.602565736,26.5,water
California sea lion ,WAHOO,F,97,20,5,2,DolphinCo-MSQ,12,97,F,4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.987,0.602,semiaquatic,3.999447498,27,water
California sea lion ,WAHOO,F,97,28,5,2,DolphinCo-MSQ,12,97,F,5.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.987,0.748,semiaquatic,5.597576015,27.4,water
California sea lion ,WAHOO,F,97,17,5,2,DolphinCo-MSQ,12,97,F,3.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.987,0.531,semiaquatic,3.396252726,27.1,water
Bottlenose dolphin,Xinana,F,227,10,5,2,ZooMarine,24,227,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.356,0.301,aquatic,1.99986187,20.2,water
Bottlenose dolphin,Xinana,F,227,7,5,1,ZooMarine,24,227,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.356,0.146,aquatic,1.399587323,20.4,water
Bottlenose dolphin,Xinana,F,227,13,5,2,ZooMarine,24,227,F,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.356,0.415,aquatic,2.600159563,20.8,water
Beluga,YULKA,F,864.83,14,10,1,Oceanografic,33,864.83,F,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,aquatic,water,2.937,0.146,aquatic,1.399587323,15.1,water
Beluga,YULKA,F,864.83,14,10,2,Oceanografic,33,864.83,F,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,aquatic,water,2.937,0.146,aquatic,1.399587323,15,water
Beluga,YULKA,F,864.83,14,10,2,Oceanografic,33,864.83,F,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,aquatic,water,2.937,0.146,aquatic,1.399587323,19,water
Beluga,YULKA,F,864.83,14,10,1,Oceanografic,33,864.83,F,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,aquatic,water,2.937,0.146,aquatic,1.399587323,19,water
Beluga,YULKA,F,864.83,14,10,3,Oceanografic,33,864.83,F,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,aquatic,water,2.937,0.146,aquatic,1.399587323,18,water
Beluga,YULKA,F,864.83,14,10,3,Oceanografic,33,864.83,F,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,aquatic,water,2.937,0.146,aquatic,1.399587323,18,water
Beluga,YULKA,F,864.83,14,10,1,Oceanografic,33,864.83,F,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,aquatic,water,2.937,0.146,aquatic,1.399587323,16,water
Beluga,YULKA,F,864.83,14,10,2,Oceanografic,33,864.83,F,1.4,Artiodactyla,Monodontidae,Delphinapterus,leucas,aquatic,water,2.937,0.146,aquatic,1.399587323,16,water
