common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,sex,fr,order,family,genus,species,habitat,Where measured,log_Mb,log_fr,habitat,breath_rate,temp,location
Pacific white-sided dolphin ,LII,M,106,11,5,2,DolphinCo-MSQ,40,106,M,2.2,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,aquatic,water,2.025,0.342,aquatic,2.197859873,14,water
Grey Seal,Liivi,F,98,10,5,2,ZooMarine,29,98,F,2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,1.991,0.301,semiaquatic,1.99986187,18.8,water
Grey Seal,Liivi,F,98,3,5,1,ZooMarine,29,98,F,0.6,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,1.991,-0.222,semiaquatic,0.599791076,19.4,water
Grey Seal,Liivi,F,98,15,5,1,ZooMarine,29,98,F,3,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,1.991,0.477,semiaquatic,2.999162519,19.3,water
Lion,Lizzy,F,170,57,5,1,Kolmarden,14,170,F,11.4,Carnivora,Felidae,Panthera ,leo,terrestrial,air,2.23,1.057,terrestrial,11.40249788,,air
Pacific white-sided dolphin ,LOKE,F,96,22,5,2,DolphinCo-MSQ,40,96,F,4.4,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,aquatic,water,1.982,0.643,aquatic,4.395416154,17,water
Pacific white-sided dolphin ,LOKE,F,96,10,5,2,DolphinCo-MSQ,40,96,F,2,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,aquatic,water,1.982,0.301,aquatic,1.99986187,17,water
Pacific white-sided dolphin ,LOKE,F,96,15,5,1,DolphinCo-MSQ,40,96,F,3,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,aquatic,water,1.982,0.477,aquatic,2.999162519,16.6,water
Bottlenose dolphin,Lótus,M,220,9,5,1,ZooMarine,28,220,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.342,0.255,aquatic,1.798870915,19.2,water
Bottlenose dolphin,Lótus,M,220,9,5,1,ZooMarine,28,220,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.342,0.255,aquatic,1.798870915,20.3,water
Bottlenose dolphin,Lótus,M,220,6,5,1,ZooMarine,28,220,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.342,0.079,aquatic,1.199499303,20.7,water
Lo djur,Lovika,F,15,53,2,1,Kolmarden,12,15,F,26.5,Carnivora,Felidae,Lynx,lynx,terrestrial,air,1.176,1.423,terrestrial,26.48500139,4,air
Lo djur,Lovika,F,15,141,5,1,Kolmarden,12,15,F,28.2,Carnivora,Felidae,Lynx,lynx,terrestrial,air,1.176,1.45,terrestrial,28.18382931,4,air
Lo djur,Lovika,F,15,78,2.1833,1,Kolmarden,12,15,F,35.7,Carnivora,Felidae,Lynx,lynx,terrestrial,air,1.176,1.553,terrestrial,35.72728382,,air
Lo djur,Lovika,F,15,19,0.733333333,1,Kolmarden,12,15,F,25.9,Carnivora,Felidae,Lynx,lynx,terrestrial,air,1.176,1.413,terrestrial,25.88212915,,air
Lo djur,Lovika,F,15,110,5,1,Kolmarden,12,15,F,22,Carnivora,Felidae,Lynx,lynx,terrestrial,air,1.176,1.342,terrestrial,21.97859873,1,air
Bottlenose dolphin,Lua,F,180,8,5,1,ZooMarine,27,180,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.255,0.204,aquatic,1.599558029,20.2,water
Bottlenose dolphin,Lua,F,180,8,5,1,ZooMarine,27,180,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.255,0.204,aquatic,1.599558029,20.8,water
Bottlenose dolphin,Lua,F,180,11,5,3,ZooMarine,27,180,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.255,0.342,aquatic,2.197859873,21.1,water
Bottlenose dolphin,Lucea,F,140,9,5,3,DolphinCo-Cayman,23,140,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.146,0.255,aquatic,1.798870915,29,water
Bottlenose dolphin,Lucea,F,140,5,5,3,DolphinCo-Cayman,23,140,F,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.146,0,aquatic,1,29,water
Bottlenose dolphin,Lucea,F,140,8,5,2,DolphinCo-Cayman,23,140,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.146,0.204,aquatic,1.599558029,29,water
Bottlenose dolphin,Lucky,M,132,9,5,2,DolphinCo-Cayman,10,132,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.121,0.255,aquatic,1.798870915,29,water
Bottlenose dolphin,Lucky,M,132,12,5,2,DolphinCo-Cayman,10,132,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.121,0.38,aquatic,2.398832919,29,water
Bottlenose dolphin,Lucky,M,132,6,5,1,DolphinCo-Cayman,10,132,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.121,0.079,aquatic,1.199499303,29,water
Bottlenose dolphin,Lunaa,F,149,7,5,3,DolphinCo-Cayman,23,149,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.173,0.146,aquatic,1.399587323,29,water
Bottlenose dolphin,Lunaa,F,149,8,5,3,DolphinCo-Cayman,23,149,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.173,0.204,aquatic,1.599558029,29,water
Bottlenose dolphin,Lunaa,F,149,5,5,1,DolphinCo-Cayman,23,149,F,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.173,0,aquatic,1,29,water
Bottlenose dolphin,Lunab,F,140,5,5,1,DolphinCo-MSQ,21,140,F,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.146,0,aquatic,1,31,water
Bottlenose dolphin,Lunab,F,140,5,5,2,DolphinCo-MSQ,21,140,F,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.146,0,aquatic,1,31,water
Bottlenose dolphin,Lunab,F,140,7,5,2,DolphinCo-MSQ,21,140,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.146,0.146,aquatic,1.399587323,31,water
Bottlenose dolphin,LUNAc,F,125.8,10,5,2,DolphinCo-ZooMarine,6,125.8,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.1,0.301,aquatic,1.99986187,25.6,water
Bottlenose dolphin,LUNAc,F,125.8,7,5,2,DolphinCo-ZooMarine,6,125.8,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.1,0.146,aquatic,1.399587323,24.4,water
Bottlenose dolphin,LUNAc,F,125.8,8,5,3,DolphinCo-ZooMarine,6,125.8,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.1,0.204,aquatic,1.599558029,24.5,water
Bottlenose dolphin,Luna,F,171.5,7,5,1,Kolmarden,22,171.5,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.234,0.146,aquatic,1.399587323,22,water
Bottlenose dolphin,Luna,F,171.5,9,4.33,2,Kolmarden,22,171.5,F,2.1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.234,0.318,aquatic,2.079696687,22,water
Bottlenose dolphin,Luna,F,171.5,6,5,1,Kolmarden,22,171.5,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.234,0.079,aquatic,1.199499303,22,water
Bottlenose dolphin,Luna,F,163,7,5,1,Kolmarden,22,163,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.212,0.146,aquatic,1.399587323,21,water
Bottlenose dolphin,Luna,F,163,9,5,2,Kolmarden,22,163,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.212,0.255,aquatic,1.798870915,21,water
Bottlenose dolphin,Luna,F,163,11,5,2,Kolmarden,22,163,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.212,0.342,aquatic,2.197859873,21,water
Bottlenose dolphin,Luna,F,168,10,5,1,Kolmarden,22,168,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.225,0.301,aquatic,1.99986187,22.4,water
Bottlenose dolphin,Luna,F,168,6,5,1,Kolmarden,22,168,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.225,0.079,aquatic,1.199499303,22.4,water
Bottlenose dolphin,Luna,F,167,9,5,1,Kolmarden,22,167,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.223,0.255,aquatic,1.798870915,22.4,water
Bottlenose dolphin,Luna,F,170,12,5,2,Kolmarden,22,170,F,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.23,0.38,aquatic,2.398832919,22,water
Bottlenose dolphin,Luna,F,170,7,5,1,Kolmarden,22,170,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.23,0.146,aquatic,1.399587323,22,water
Bottlenose dolphin,Luna,F,170,9,5,1,Kolmarden,22,170,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.23,0.255,aquatic,1.798870915,22,water
Bottlenose dolphin,Lunad,F,191,9,5,2,ZooMarine,27,191,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.281,0.255,aquatic,1.798870915,20.5,water
Bottlenose dolphin,Lunad,F,191,8,5,2,ZooMarine,27,191,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.281,0.204,aquatic,1.599558029,20.3,water
Bottlenose dolphin,Lunad,F,191,13,5,3,ZooMarine,27,191,F,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.281,0.415,aquatic,2.600159563,20.2,water
California sea lion ,Lunaee,F,78.8,13,5,2,Amneville,21,78.8,F,2.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.897,0.415,semiaquatic,2.600159563,18,water
California sea lion ,Lunaee,F,79,18,5,2,Amneville,21,79,F,3.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.898,0.556,semiaquatic,3.597493352,18,water
California sea lion ,Lunaee,F,77,19,5,2,Amneville,21,77,F,3.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.886,0.58,semiaquatic,3.801893963,16.5,water
California sea lion ,Lunaee,F,75.2,14,5,2,Amneville,21,75.2,F,2.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.876,0.447,semiaquatic,2.79898132,15,water
California sea lion ,Lunaee,F,73.4,22,5,2,Amneville,21,73.4,F,4.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.866,0.643,semiaquatic,4.395416154,14.5,water
Bottlenose dolphin,Lyra,F,176,9,5,1,Kolmarden,24,176,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.246,0.255,aquatic,1.798870915,22,water
Bottlenose dolphin,Lyra,F,176,11,5,1,Kolmarden,24,176,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.246,0.342,aquatic,2.197859873,22,water
Bottlenose dolphin,Lyra,F,176,7,5,1,Kolmarden,24,176,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.246,0.146,aquatic,1.399587323,22,water
Bottlenose dolphin,Lyra,F,177,4,5,1,Kolmarden,24,177,F,0.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.248,-0.097,aquatic,0.799834255,21,water
Bottlenose dolphin,Lyra,F,177,8,5,2,Kolmarden,24,177,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.248,0.204,aquatic,1.599558029,21,water
Bottlenose dolphin,Lyra,F,177,7,5,1,Kolmarden,24,177,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.248,0.146,aquatic,1.399587323,21,water
Bottlenose dolphin,Lyra,F,174.5,10,5,2,Kolmarden,24,174.5,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.242,0.301,aquatic,1.99986187,22.4,water
Bottlenose dolphin,Lyra,F,175,10,5,1,Kolmarden,24,175,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.243,0.301,aquatic,1.99986187,22.4,water
Bottlenose dolphin,Lyra,F,174.5,5,5,1,Kolmarden,24,174.5,F,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.242,0,aquatic,1,22.4,water
Bottlenose dolphin,Lyra,F,177.5,9,5,1,Kolmarden,24,177.5,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.249,0.255,aquatic,1.798870915,22,water
Bottlenose dolphin,Lyra,F,177.5,10,5,1,Kolmarden,24,177.5,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.249,0.301,aquatic,1.99986187,22,water
Bottlenose dolphin,Lyra,F,177.5,10,5,1,Kolmarden,24,177.5,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.249,0.301,aquatic,1.99986187,22,water
Bottlenose dolphin,Lyra,F,178,8,5,1,Kolmarden,24,178,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.25,0.204,aquatic,1.599558029,22,water
Bottlenose dolphin,Macarena,F,110,5,5,1,DolphinCo-Cayman,6,110,F,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.041,0,aquatic,1,29,water
Bottlenose dolphin,Macarena,F,110,9,5,2,DolphinCo-Cayman,6,110,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.041,0.255,aquatic,1.798870915,29,water
Bottlenose dolphin,Macarena,F,110,10,5,2,DolphinCo-Cayman,6,110,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.041,0.301,aquatic,1.99986187,29,water
Bottlenose dolphin,Madonna ,F,169,11,5,1,DolphinCo-IslaMujeres,27,169,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.228,0.342,aquatic,2.197859873,27.93,water
Bottlenose dolphin,Madonna ,F,169,6,5,1,DolphinCo-IslaMujeres,27,169,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.228,0.079,aquatic,1.199499303,27.15,water
Bottlenose dolphin,Madonna ,F,169,5,5,1,DolphinCo-IslaMujeres,27,169,F,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.228,0,aquatic,1,27.41,water
California sea lion ,Magellan,M,180.4,10,5,1,Amneville,30,180.4,M,2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,air,2.256,0.301,semiaquatic,1.99986187,15,air
California sea lion ,Magellan,M,180.2,10,5,1,Amneville,30,180.2,M,2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,air,2.256,0.301,semiaquatic,1.99986187,15.5,air
California sea lion ,Magellan,M,181.8,5,2.5,1,Amneville,30,181.8,M,2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,air,2.26,0.301,semiaquatic,1.99986187,16,air
California sea lion ,Magellan,M,181.8,7,2.5,2,Amneville,30,181.8,M,2.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.26,0.447,semiaquatic,2.79898132,18,water
California sea lion ,Magellan,M,181.8,11,5,1,Amneville,30,181.8,M,2.2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,air,2.26,0.342,semiaquatic,2.197859873,16.5,air
California sea lion ,Magellan,M,181.8,11,5,1,Amneville,30,181.8,M,2.2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,air,2.26,0.342,semiaquatic,2.197859873,16,air
California sea lion ,MAHI,F,102,15,5,2,DolphinCo-MSQ,13,102,F,3,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.009,0.477,semiaquatic,2.999162519,27,water
California sea lion ,MAHI,F,102,10,5,2,DolphinCo-MSQ,13,102,F,2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.009,0.301,semiaquatic,1.99986187,26.4,water
California sea lion ,MAHI,F,102,7,5,1,DolphinCo-MSQ,13,102,F,1.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.009,0.146,semiaquatic,1.399587323,26.5,water
Takin,Mahila,F,165,11,1,1,Kolmarden,5,165,F,11,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor ,terrestrial,air,2.217,1.041,terrestrial,10.99005839,5,air
Takin,Mahila,F,165,9,1,1,Kolmarden,5,165,F,9,Artiodactyla,Bovidae,Budorcas,taxicolor taxicolor ,terrestrial,air,2.217,0.954,terrestrial,8.994975815,15,air
California sea lion ,Maia,F,75.1,15,5,1,MysticAquarium,10,75.1,F,3,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.876,0.477,semiaquatic,2.999162519,22.22222222,water
California sea lion ,Maia,F,76.2,8,5,2,MysticAquarium,10,76.2,F,1.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.882,0.204,semiaquatic,1.599558029,23,water
California sea lion ,Maia,F,76.2,10,5,2,MysticAquarium,10,76.2,F,2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.882,0.301,semiaquatic,1.99986187,22,water
California sea lion ,Maia,F,76.2,5,5,2,MysticAquarium,10,76.2,F,1,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.882,0,semiaquatic,1,22.27777778,water
California sea lion ,Maia,F,76.2,12,5,2,MysticAquarium,10,76.2,F,2.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.882,0.38,semiaquatic,2.398832919,22.27777778,water
South african fur seal ,Maji,M,149,15,5,1,Kolmarden,12,149,M,3,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,2.173,0.477,semiaquatic,2.999162519,9,air
South african fur seal ,Maji ,M,190,18,5,1,Kolmarden,12,190,M,3.6,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,2.279,0.556,semiaquatic,3.597493352,8,air
South african fur seal ,Maji ,M,190,12,5,1,Kolmarden,12,190,M,2.4,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,2.279,0.38,semiaquatic,2.398832919,,air
South african fur seal ,Maji ,M,190,11,5,1,Kolmarden,12,190,M,2.2,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,2.279,0.342,semiaquatic,2.197859873,,air
South african fur seal ,Maji ,M,168,14,5,1,Kolmarden,12,168,M,2.8,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,2.225,0.447,semiaquatic,2.79898132,25,air
South african fur seal ,Maji ,M,168,8,5,1,Kolmarden,12,168,M,1.6,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,2.225,0.204,semiaquatic,1.599558029,25,air
South african fur seal ,Maji ,M,168,14,5,1,Kolmarden,12,168,M,2.8,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,2.225,0.447,semiaquatic,2.79898132,25,air
South african fur seal ,Maji ,M,161,2,0.5,2,Kolmarden,12,161,M,4,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,water,2.207,0.602,semiaquatic,3.999447498,7,water
Bottlenose dolphin,Malena,F,138,6,5,2,DolphinCo-PuntaCana,11,138,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.14,0.079,aquatic,1.199499303,28.39,water
Bottlenose dolphin,Malena,F,138,7,5,2,DolphinCo-PuntaCana,11,138,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.14,0.146,aquatic,1.399587323,28.09,water
Bottlenose dolphin,Malena,F,138,8,5,2,DolphinCo-PuntaCana,11,138,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.14,0.204,aquatic,1.599558029,28.52,water
South American sea lion,MANDY,F,84,12,5,2,DolphinCo-ZooMarine,9,84,F,2.4,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,water,1.924,0.38,semiaquatic,2.398832919,23.4,water
South American sea lion,MANDY,F,84,17,5,1,DolphinCo-ZooMarine,9,84,F,3.4,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,water,1.924,0.531,semiaquatic,3.396252726,27,water
South American sea lion,MANDY,F,84,16,5,2,DolphinCo-ZooMarine,9,84,F,3.2,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,water,1.924,0.505,semiaquatic,3.19889511,26.6,water
Bottlenose dolphin,MARCO,M,181.6,7,5,2,DolphinCo-ZooMarine,25,181.6,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.259,0.146,aquatic,1.399587323,25.6,water
Bottlenose dolphin,MARCO,M,181.6,6,5,3,DolphinCo-ZooMarine,25,181.6,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.259,0.079,aquatic,1.199499303,24.4,water
Bottlenose dolphin,MARCO,M,181.6,12,5,2,DolphinCo-ZooMarine,25,181.6,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.259,0.38,aquatic,2.398832919,24.5,water
Giraff,Marilyn,F,750,47,5,1,Kolmarden,17,750,F,9.4,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,air,2.875,0.973,terrestrial,9.397233106,14.4,air
Giraff,Marilyn,F,750,84,10,1,Kolmarden,17,750,F,8.4,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,air,2.875,0.924,terrestrial,8.394599865,14,air
Giraff,Marilyn,F,750,47,10,1,Kolmarden,17,750,F,4.7,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,air,2.875,0.672,terrestrial,4.698941086,14.5,air
California sea lion ,MARINA,F,70,15,5,2,DolphinCo-MSQ,9,70,F,3,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.845,0.477,semiaquatic,2.999162519,27,water
California sea lion ,MARINA,F,70,59,5,3,DolphinCo-MSQ,9,70,F,11.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.845,1.072,semiaquatic,11.80320636,27.4,water
California sea lion ,MARINA,F,70,17,5,2,DolphinCo-MSQ,9,70,F,3.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.845,0.531,semiaquatic,3.396252726,27.1,water
Grey Seal,Matilda,F,118,13,5,1,ZooMarine,33,118,F,2.6,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,air,2.072,0.415,semiaquatic,2.600159563,13,air
Grey Seal,Matilda,F,114,16,5,1,ZooMarine,33,114,F,3.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,2.057,0.505,semiaquatic,3.19889511,19.4,water
Grey Seal,Matilda,F,114,16,5,1,ZooMarine,33,114,F,3.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,air,2.057,0.505,semiaquatic,3.19889511,16,air
Grey Seal,Matilda,F,114,16,5,2,ZooMarine,33,114,F,3.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,2.057,0.505,semiaquatic,3.19889511,19.7,water
Grey Seal,Matilda,F,111,10,5,2,ZooMarine,33,111,F,2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,2.045,0.301,semiaquatic,1.99986187,21.3,water
Bottlenose dolphin,Matisse,M,158,7,5,1,DolphinCo-PuntaCana,23,158,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.146,aquatic,1.399587323,28.39,water
Bottlenose dolphin,Matisse,M,158,11,5,2,DolphinCo-PuntaCana,23,158,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.342,aquatic,2.197859873,28.09,water
Bottlenose dolphin,Matisse,M,158,12,5,2,DolphinCo-PuntaCana,23,158,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.38,aquatic,2.398832919,28.52,water
Bottlenose dolphin,MAYA,F,124.8,10,5,2,DolphinCo-ZooMarine,4,124.8,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.096,0.301,aquatic,1.99986187,25.6,water
Bottlenose dolphin,MAYA,F,124.8,13,5,2,DolphinCo-ZooMarine,4,124.8,F,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.096,0.415,aquatic,2.600159563,24.4,water
Bottlenose dolphin,MAYA,F,124.8,10,5,3,DolphinCo-ZooMarine,4,124.8,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.096,0.301,aquatic,1.99986187,24.5,water
Giraff,Merkurius,M,900,24,4,1,Kolmarden,8,900,M,6,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,air,2.954,0.778,terrestrial,5.997910763,14.4,air
Giraff,Merkurius,M,900,37,5,1,Kolmarden,8,900,M,7.4,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,air,2.954,0.869,terrestrial,7.396052751,14,air
Giraff,Merkurius,M,900,33,5,1,Kolmarden,8,900,M,6.6,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,terrestrial,air,2.954,0.82,terrestrial,6.60693448,14.5,air
California sea lion ,Mia,F,63,15,5,1,ZooMarine,8,63,F,3,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,air,1.799,0.477,semiaquatic,2.999162519,16,air
California sea lion ,Mia,F,63,13,5,3,ZooMarine,8,63,F,2.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.799,0.415,semiaquatic,2.600159563,21.2,water
California sea lion ,Mia,F,63,17,5,2,ZooMarine,8,63,F,3.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.799,0.531,semiaquatic,3.396252726,21.8,water
California sea lion ,Mia,F,63,13,5,2,ZooMarine,8,63,F,2.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.799,0.415,semiaquatic,2.600159563,21.9,water
Snow leopard,Mias,F,36,73,4,1,Kolmarden,13,36,F,18.3,Carnivora,Felidae,Panthera ,uncia ,terrestrial,air,1.556,1.261,terrestrial,18.23895702,4,air
Manatee,Michelín,F,250,4,5,2,DolphinCo-PuertoAventuras,5,250,F,0.8,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.398,-0.097,aquatic,0.799834255,31.44,water
Manatee,Michelín,F,250,6,5,2,DolphinCo-PuertoAventuras,5,250,F,1.2,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.398,0.079,aquatic,1.199499303,31.54,water
Manatee,Michelín,F,250,2,5,1,DolphinCo-PuertoAventuras,5,250,F,0.4,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.398,-0.398,aquatic,0.39994475,31.59,water
Bottlenose dolphin,Mikey,M,214,10,5,1,ZooMarine,20,214,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.33,0.301,aquatic,1.99986187,19.6,water
Bottlenose dolphin,Mikey,M,214,12,5,2,ZooMarine,20,214,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.33,0.38,aquatic,2.398832919,20.3,water
Bottlenose dolphin,Mikey,M,214,6,5,1,ZooMarine,20,214,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.33,0.079,aquatic,1.199499303,20.6,water
